date,d5y_bp,d10y_bp,fx_ret_pct,oas_bp,doas_bp,etf_ret_pct,etf_ret_tr_pct,etf_ret_rmb_pct,etf_rate_attrib_tr_pct,etf_spread_proxy_tr_pct,is_exdate,div_yield_pct
2022-04-19,12.0,8.0,0.4704,,,-0.4597,-0.4597,0.0107,-0.3129,-0.1468,False,0.0
2022-04-20,-4.0,-8.0,0.4028,,,0.2782,0.2782,0.681,0.2794,-0.0012,False,0.0
2022-04-21,9.0,5.0,0.4849,,,-0.305,-0.305,0.1799,-0.2018,-0.1032,False,0.0
2022-04-22,-2.0,0.0,0.7876,,,-0.1609,-0.1609,0.6267,0.0295,-0.1904,False,0.0
2022-04-25,-10.0,-9.0,0.8806,,,-0.0161,-0.0161,0.8645,0.355,-0.3711,False,0.0
2022-04-26,-5.0,-4.0,-0.0503,,,0.4018,0.4018,0.3515,0.1699,0.2319,False,0.0
2022-04-27,2.0,5.0,0.0656,,,-0.3696,-0.3696,-0.304,-0.1478,-0.2218,False,0.0
2022-04-28,5.0,3.0,0.983,,,-0.0376,-0.0376,0.9454,-0.1124,0.0748,False,0.0
2022-04-29,6.0,4.0,-0.2464,,,-0.3011,-0.3011,-0.5475,-0.1494,-0.1517,False,0.0
2022-05-02,9.0,10.0,-0.0015,,,0.0,0.0,-0.0015,-0.3483,0.3483,False,0.0
2022-05-03,0.0,-2.0,0.0,,,-0.4912,-0.4912,-0.4912,0.0727,-0.5639,False,0.0
2022-05-04,-8.0,-4.0,0.0,,,0.4535,0.4535,0.4535,0.193,0.2605,False,0.0
2022-05-05,8.0,12.0,0.6877,,,-0.4698,-0.4698,0.2179,-0.3992,-0.0706,False,0.0
2022-05-06,5.0,7.0,0.1742,,,-0.4231,-0.4231,-0.2489,-0.2296,-0.1935,False,0.0
2022-05-09,-11.0,-7.0,0.9616,,,0.0,0.0,0.9616,0.3041,-0.3041,False,0.0
2022-05-10,-4.0,-6.0,0.0713,,,0.1304,0.1304,0.2017,0.2208,-0.0904,False,0.0
2022-05-11,-2.0,-8.0,-0.2334,,,0.3468,0.3468,0.1134,0.264,0.0828,False,0.0
2022-05-12,-8.0,-7.0,0.9982,,,-0.1137,-0.1137,0.8845,0.281,-0.3947,False,0.0
2022-05-13,8.0,9.0,0.0295,,,-0.2169,-0.2169,-0.1874,-0.3113,0.0944,False,0.0
2022-05-16,-6.0,-5.0,-0.0413,,,0.2223,0.2223,0.181,0.2069,0.0154,False,0.0
2022-05-17,13.0,10.0,-0.7263,,,-0.407,-0.407,-1.1333,-0.3792,-0.0278,False,0.0
2022-05-18,-7.0,-9.0,0.2654,,,0.4611,0.4611,0.7265,0.3318,0.1293,False,0.0
2022-05-19,-5.0,-5.0,-0.6402,,,-0.0054,-0.0054,-0.6456,0.1992,-0.2046,False,0.0
2022-05-20,-4.0,-6.0,-0.2805,,,0.3458,0.3458,0.0653,0.2208,0.125,False,0.0
2022-05-23,8.0,8.0,-0.6461,,,-0.2322,-0.2322,-0.8783,-0.282,0.0498,False,0.0
2022-05-24,-12.0,-10.0,0.0601,,,0.5123,0.5123,0.5724,0.3997,0.1126,False,0.0
2022-05-25,-5.0,-1.0,0.5785,,,0.1881,0.1881,0.7666,0.082,0.1061,False,0.0
2022-05-26,-1.0,0.0,0.691,,,0.1717,0.1717,0.8627,0.0218,0.1499,False,0.0
2022-05-27,1.0,-1.0,-0.5954,,,0.1607,0.1607,-0.4347,0.0357,0.125,False,0.0
2022-05-31,10.0,11.0,-0.3964,,,-0.1982,-0.1982,-0.5946,-0.3854,0.1872,False,0.0
2022-06-01,13.0,9.0,0.2141,,,-0.3437,-0.3437,-0.1296,-0.3499,0.0062,False,0.0
2022-06-02,-2.0,-2.0,-0.3926,,,0.0592,0.0592,-0.3334,0.0882,-0.029,False,0.0
2022-06-03,3.0,4.0,-0.0015,,,0.0,0.0,-0.0015,-0.1262,0.1262,False,0.0
2022-06-06,8.0,8.0,-0.0916,,,-0.3771,-0.3771,-0.4687,-0.282,-0.0951,False,0.0
2022-06-07,-4.0,-6.0,0.2117,,,0.2587,0.2587,0.4704,0.2208,0.0379,False,0.0
2022-06-08,4.0,5.0,0.2247,,,-0.1077,-0.1077,0.117,-0.1633,0.0556,False,0.0
2022-06-09,4.0,1.0,0.1346,,,-0.0701,-0.0701,0.0645,-0.046,-0.0241,False,0.0
2022-06-10,18.0,11.0,0.2478,,,-0.6981,-0.6981,-0.4503,-0.4471,-0.251,False,0.0
2022-06-13,31.0,28.0,0.6671,,,-1.3449,-1.3449,-0.6778,-1.0455,-0.2994,False,0.0
2022-06-14,5.0,6.0,-0.2001,,,-0.6018,-0.6018,-0.8019,-0.2003,-0.4015,False,0.0
2022-06-15,-23.0,-16.0,-0.397,,,0.8821,0.8821,0.4851,0.6604,0.2217,False,0.0
2022-06-16,-3.0,-5.0,-0.1461,,,0.296,0.296,0.1499,0.1838,0.1122,False,0.0
2022-06-17,-1.0,-3.0,0.1938,,,-0.2137,-0.2137,-0.0199,0.1097,-0.3234,False,0.0
2022-06-21,4.0,6.0,-0.4178,,,-0.1647,-0.1647,-0.5825,-0.1926,0.0279,False,0.0
2022-06-22,-16.0,-15.0,0.1539,,,0.5478,0.5478,0.7017,0.5771,-0.0293,False,0.0
2022-06-23,-8.0,-7.0,-0.0045,,,0.1692,0.1692,0.1647,0.281,-0.1118,False,0.0
2022-06-24,4.0,4.0,-0.1524,,,-0.1638,-0.1638,-0.3162,-0.134,-0.0298,False,0.0
2022-06-27,6.0,7.0,0.0314,,,-0.1695,-0.1695,-0.1381,-0.2373,0.0678,False,0.0
2022-06-28,1.0,0.0,0.2553,,,0.0055,0.0055,0.2608,0.0064,-0.0009,False,0.0
2022-06-29,-10.0,-10.0,-0.1089,,,0.1913,0.1913,0.0824,0.3843,-0.193,False,0.0
2022-06-30,-14.0,-12.0,-0.0239,,,0.1583,0.1583,0.1344,0.4738,-0.3155,False,0.0
2022-07-01,-13.0,-10.0,0.0284,,,0.0,0.0,0.0284,0.4074,-0.4074,False,0.0
2022-07-05,-6.0,-6.0,0.2862,,,0.4787,0.4787,0.7649,0.2362,0.2425,False,0.0
2022-07-06,14.0,11.0,-0.1817,,,-1.3,-0.5323,-0.714,-0.4162,-0.1161,True,0.7607
2022-07-07,9.0,8.0,-0.097,,,-0.358,-0.358,-0.455,-0.2897,-0.0683,False,0.0
2022-07-08,8.0,8.0,-0.0896,,,-0.2154,-0.2154,-0.305,-0.282,0.0666,False,0.0
2022-07-11,-8.0,-10.0,0.343,,,0.3147,0.3147,0.6577,0.3689,-0.0542,False,0.0
2022-07-12,-4.0,-3.0,0.0878,,,-0.0827,-0.0827,0.0051,0.1329,-0.2156,False,0.0
2022-07-13,1.0,-5.0,-0.0878,,,0.1268,0.1268,0.039,0.1529,-0.0261,False,0.0
2022-07-14,4.0,5.0,0.5448,,,-0.3145,-0.3145,0.2303,-0.1633,-0.1512,False,0.0
2022-07-15,-1.0,-3.0,0.034,,,0.0221,0.0221,0.0561,0.1097,-0.0876,False,0.0
