date,ret_tr_pct,sig_uncond,sig_garch,sig_garch_t,sig_ewma,sig_dnorm,m1_var_95,m1_var_99,garch_var_95,garch_var_99,garch_t_var_95,garch_t_var_99,ewma_var_95,ewma_var_99,dnorm_var_95,dnorm_var_99,ret_rmb_pct,rmb_sig_uncond,rmb_sig_garch,rmb_sig_ewma,rmb_sig_dnorm,rmb_m1_var_95,rmb_m1_var_99,rmb_garch_var_95,rmb_garch_var_99,rmb_ewma_var_95,rmb_ewma_var_99,rmb_dnorm_var_95,rmb_dnorm_var_99
2023-08-15,-0.2661,0.330844,0.292729,0.292964,0.280777,0.330844,0.544205,0.769641,0.481511,0.680976,0.481897,0.681523,0.46185,0.653172,0.544206,0.769643,0.053,0.437634,0.435387,0.417437,0.437634,0.719865,1.018069,0.716168,1.012841,0.686643,0.971085,0.719864,1.018068
2023-08-16,-0.2327,0.331021,0.291436,0.291376,0.279918,0.331022,0.544497,0.770055,0.479384,0.677968,0.479284,0.677827,0.460437,0.651174,0.544498,0.770056,-0.0023,0.435987,0.432012,0.404929,0.435987,0.717155,1.014237,0.710616,1.004989,0.666067,0.941986,0.717155,1.014236
2023-08-17,-0.1934,0.331301,0.288947,0.28841,0.277312,0.331301,0.544957,0.770706,0.475289,0.672178,0.474405,0.670928,0.45615,0.645111,0.544958,0.770707,-0.2962,0.435623,0.428508,0.392593,0.435622,0.716556,1.013389,0.704852,0.996837,0.645777,0.91329,0.716555,1.013388
2023-08-18,0.0455,0.330245,0.28532,0.284119,0.273005,0.330246,0.543221,0.76825,0.469322,0.663739,0.467347,0.660946,0.449067,0.635093,0.543221,0.768251,-0.1055,0.43449,0.426749,0.387487,0.43449,0.714693,1.010755,0.70196,0.992747,0.637377,0.90141,0.714692,1.010753
2023-08-21,-0.4678,0.330247,0.279673,0.277539,0.264923,0.330247,0.543223,0.768253,0.460034,0.650603,0.456523,0.645638,0.435772,0.616291,0.543223,0.768253,-0.3786,0.434528,0.423375,0.37657,0.434527,0.714755,1.010842,0.696409,0.984897,0.61942,0.876015,0.714754,1.010841
2023-08-22,0.0857,0.33085,0.290238,0.290075,0.281253,0.33085,0.544214,0.769655,0.477412,0.67518,0.477144,0.674801,0.462634,0.65428,0.544215,0.769656,0.1749,0.435236,0.422808,0.376692,0.435235,0.715919,1.012489,0.695477,0.983579,0.619621,0.876299,0.715919,1.012488
2023-08-23,0.6549,0.329891,0.28512,0.284095,0.273492,0.329891,0.542637,0.767425,0.468994,0.663275,0.467307,0.660889,0.449867,0.636224,0.542638,0.767425,0.4366,0.435341,0.419837,0.367721,0.435341,0.716093,1.012734,0.69059,0.976668,0.604864,0.855429,0.716092,1.012733
2023-08-24,-0.0909,0.332504,0.313646,0.317615,0.309909,0.332504,0.546936,0.773504,0.515916,0.729634,0.522445,0.738868,0.509769,0.720942,0.546936,0.773504,-0.0703,0.436124,0.420523,0.372213,0.436123,0.71738,1.014555,0.691719,0.978263,0.612253,0.865879,0.717379,1.014553
2023-08-25,-0.0625,0.332532,0.307292,0.309789,0.301292,0.332532,0.546981,0.773568,0.505464,0.714852,0.509572,0.720662,0.495595,0.700895,0.546981,0.773568,0.0803,0.436142,0.416907,0.361285,0.436142,0.717411,1.014598,0.685771,0.969852,0.594277,0.840456,0.71741,1.014597
2023-08-28,0.0796,0.331467,0.301125,0.302356,0.292514,0.331467,0.54523,0.771092,0.49532,0.700506,0.497346,0.703371,0.481157,0.680476,0.54523,0.771091,0.0933,0.435875,0.413251,0.35083,0.435874,0.716971,1.013976,0.679757,0.961346,0.577081,0.816136,0.71697,1.013975
2023-08-29,0.4082,0.331399,0.295818,0.296062,0.284273,0.331399,0.545119,0.770934,0.486591,0.688162,0.486992,0.688729,0.4676,0.661303,0.545119,0.770934,0.2654,0.434937,0.409548,0.340909,0.434937,0.715429,1.011795,0.673665,0.952731,0.560762,0.793057,0.715427,1.011793
2023-08-30,0.1018,0.330667,0.303063,0.304517,0.293189,0.330667,0.543915,0.769231,0.498508,0.705015,0.5009,0.708398,0.482267,0.682046,0.543914,0.769231,0.1609,0.435201,0.407411,0.336856,0.4352,0.715862,1.012408,0.670151,0.947761,0.554095,0.783629,0.715861,1.012407
2023-08-31,0.1694,0.330634,0.298033,0.298556,0.285349,0.330633,0.543859,0.769153,0.490235,0.693315,0.491095,0.694531,0.469371,0.663807,0.543859,0.769152,-0.1841,0.435183,0.404026,0.328964,0.435183,0.715833,1.012367,0.664582,0.939886,0.541113,0.765269,0.715832,1.012365
2023-09-01,0.0,0.33052,0.294679,0.294621,0.279751,0.33052,0.543672,0.768889,0.484718,0.685513,0.484623,0.685377,0.460162,0.650784,0.543672,0.768888,0.0331,0.434026,0.400747,0.322115,0.434025,0.713929,1.009674,0.659189,0.932258,0.529846,0.749335,0.713928,1.009672
2023-09-05,-0.5318,0.32913,0.288947,0.287947,0.271228,0.329129,0.541386,0.765655,0.475289,0.672177,0.473645,0.669852,0.446143,0.630958,0.541385,0.765654,0.034,0.433753,0.396463,0.312407,0.433752,0.71348,1.009039,0.652142,0.922292,0.513878,0.726752,0.713478,1.009037
2023-09-06,-0.0965,0.330699,0.302546,0.303694,0.293461,0.330699,0.543967,0.769306,0.497658,0.703813,0.499547,0.706484,0.482715,0.682679,0.543967,0.769305,0.0978,0.433749,0.391974,0.303004,0.433748,0.713474,1.009031,0.644758,0.911849,0.498412,0.704879,0.713472,1.009028
2023-09-07,0.1475,0.328988,0.297074,0.297248,0.285502,0.328988,0.541152,0.765325,0.488657,0.691084,0.488943,0.691487,0.469621,0.664162,0.541152,0.765324,0.3209,0.433532,0.387597,0.294749,0.433531,0.713116,1.008525,0.637558,0.901666,0.484832,0.685674,0.713115,1.008522
2023-09-08,0.0,0.328518,0.2933,0.292868,0.279152,0.328518,0.54038,0.764232,0.482449,0.682304,0.481739,0.681299,0.459177,0.649391,0.540379,0.764231,0.1949,0.432953,0.38644,0.296383,0.432952,0.712164,1.007178,0.635654,0.898974,0.48752,0.689475,0.712162,1.007175
2023-09-11,-0.1589,0.328423,0.287684,0.286355,0.270648,0.328423,0.540223,0.76401,0.473212,0.669239,0.471026,0.666149,0.445189,0.629608,0.540222,0.764009,-0.908,0.432744,0.382929,0.291293,0.432743,0.711821,1.006693,0.62988,0.890807,0.479147,0.677634,0.711819,1.006691
2023-09-12,0.1248,0.328579,0.283625,0.281663,0.265274,0.328579,0.54048,0.764374,0.466535,0.659797,0.463308,0.655233,0.436349,0.617107,0.540479,0.764373,0.1646,0.435781,0.405056,0.359483,0.43578,0.716816,1.013757,0.666276,0.942281,0.591314,0.836266,0.716815,1.013755
2023-09-13,0.051,0.32867,0.279661,0.277151,0.259003,0.32867,0.54063,0.764586,0.460015,0.650576,0.455886,0.644737,0.426034,0.602518,0.540629,0.764584,-0.2388,0.435872,0.401915,0.350856,0.435871,0.716966,1.01397,0.661111,0.934976,0.577123,0.816197,0.716965,1.013967
2023-09-14,-0.0397,0.328058,0.274473,0.271196,0.251423,0.328058,0.539623,0.763162,0.451481,0.638506,0.446091,0.630884,0.413566,0.584886,0.539623,0.763161,0.0565,0.435563,0.399448,0.34516,0.435563,0.716458,1.013251,0.657052,0.929235,0.567754,0.802946,0.716457,1.013249
2023-09-15,-0.1305,0.327672,0.26888,0.264684,0.243958,0.327672,0.538987,0.762263,0.442281,0.625495,0.435378,0.615733,0.401286,0.567519,0.538987,0.762262,-0.1662,0.435269,0.39551,0.334931,0.435268,0.715973,1.012566,0.650575,0.920075,0.550928,0.779151,0.715972,1.012564
2023-09-18,0.0511,0.327709,0.264288,0.259377,0.238676,0.327709,0.539049,0.76235,0.434727,0.614813,0.426649,0.603388,0.392598,0.555232,0.539049,0.76235,0.2859,0.434918,0.392128,0.32727,0.434918,0.715397,1.011751,0.645012,0.912208,0.538326,0.761328,0.715396,1.011749
2023-09-19,-0.159,0.32766,0.258853,0.253081,0.231743,0.32766,0.538968,0.762236,0.425787,0.602169,0.416294,0.588743,0.381195,0.539104,0.538968,0.762236,-0.0918,0.434795,0.390444,0.324936,0.434795,0.715195,1.011465,0.642241,0.908289,0.534488,0.755899,0.715194,1.011463
2023-09-20,-0.0341,0.327707,0.254845,0.248587,0.228034,0.327707,0.539045,0.762345,0.419195,0.592847,0.408901,0.578288,0.375093,0.530476,0.539045,0.762344,-0.163,0.434667,0.386383,0.315839,0.434666,0.714983,1.011165,0.635561,0.898842,0.519523,0.734736,0.714982,1.011164
2023-09-21,-0.4331,0.327393,0.24856,0.241231,0.221245,0.327393,0.538529,0.761615,0.408856,0.578225,0.396801,0.561176,0.363926,0.514682,0.538529,0.761614,-0.1645,0.434805,0.382775,0.308809,0.434804,0.71521,1.011486,0.629626,0.890449,0.50796,0.718383,0.715209,1.011484
2023-09-22,0.1712,0.328515,0.261432,0.257602,0.239305,0.328514,0.540374,0.764224,0.430029,0.608169,0.423729,0.599258,0.393633,0.556695,0.540373,0.764223,0.0534,0.433753,0.379099,0.302101,0.433752,0.713481,1.00904,0.62358,0.881898,0.496926,0.702777,0.713479,1.009038
2023-09-25,-0.3198,0.325508,0.259272,0.255497,0.235774,0.325507,0.535428,0.757229,0.426477,0.603145,0.420267,0.594363,0.387825,0.548481,0.535427,0.757228,-0.1418,0.433292,0.374508,0.29319,0.433291,0.712721,1.007966,0.616029,0.871219,0.482267,0.682047,0.712721,1.007965
2023-09-26,-0.0744,0.325924,0.262267,0.259354,0.241641,0.325923,0.536112,0.758196,0.431404,0.610113,0.426611,0.603335,0.397475,0.56213,0.536111,0.758195,-0.0881,0.43232,0.370331,0.286372,0.43232,0.711123,1.005706,0.609158,0.861502,0.471053,0.666187,0.711122,1.005705
2023-09-27,-0.2063,0.320689,0.256928,0.253339,0.234987,0.320688,0.527502,0.746019,0.422621,0.597691,0.416717,0.589342,0.386531,0.546651,0.5275,0.746017,-0.1995,0.429637,0.365519,0.278485,0.429637,0.70671,0.999465,0.601242,0.850307,0.458081,0.64784,0.70671,0.999464
2023-09-28,0.1146,0.319646,0.254679,0.251027,0.233366,0.319645,0.525786,0.743592,0.418921,0.592459,0.412915,0.583965,0.383863,0.542879,0.525784,0.743591,-0.0154,0.429848,0.361914,0.274388,0.429847,0.707057,0.999955,0.595312,0.84192,0.451341,0.638309,0.707056,0.999954
2023-09-29,0.0744,0.317859,0.25088,0.247026,0.227991,0.317858,0.522847,0.739436,0.412672,0.583621,0.406333,0.574656,0.375023,0.530376,0.522845,0.739434,0.0059,0.426416,0.35648,0.266056,0.426415,0.701411,0.991971,0.586375,0.829281,0.437635,0.618926,0.70141,0.991969
2023-10-02,0.0,0.316992,0.246058,0.241862,0.221796,0.316992,0.521421,0.737419,0.40474,0.572404,0.397838,0.562643,0.364832,0.515963,0.521419,0.737417,0.0,0.415796,0.350789,0.257955,0.415795,0.683942,0.967265,0.577013,0.81604,0.42431,0.60008,0.683941,0.967264
2023-10-03,-0.8393,0.316806,0.240169,0.23545,0.215039,0.316805,0.521114,0.736985,0.395055,0.558706,0.387292,0.547728,0.353717,0.500245,0.521112,0.736983,-0.8393,0.415452,0.34478,0.250096,0.415451,0.683376,0.966465,0.567128,0.802061,0.411384,0.581799,0.683376,0.966464
2023-10-04,0.15,0.319927,0.293436,0.297911,0.292801,0.319926,0.526248,0.744246,0.482673,0.68262,0.490035,0.693032,0.481629,0.681144,0.526247,0.744245,0.15,0.418158,0.372801,0.317901,0.418158,0.687828,0.972761,0.613221,0.867248,0.522915,0.739532,0.687828,0.97276
2023-10-05,0.0948,0.320054,0.290309,0.293449,0.286249,0.320054,0.526457,0.744542,0.477529,0.675345,0.482695,0.682651,0.470852,0.665902,0.526456,0.744541,0.0948,0.418241,0.369296,0.310398,0.41824,0.687964,0.972953,0.607455,0.859094,0.510574,0.72208,0.687964,0.972953
2023-10-06,-0.2209,0.31997,0.286293,0.288022,0.278499,0.319969,0.526318,0.744346,0.470923,0.666003,0.473767,0.670025,0.458103,0.647872,0.526318,0.744345,-0.2209,0.418153,0.365152,0.301837,0.418153,0.68782,0.97275,0.600638,0.849453,0.496492,0.702163,0.68782,0.972749
2023-10-10,0.6322,0.319916,0.284095,0.2851,0.275383,0.319915,0.52623,0.74422,0.467309,0.660891,0.468961,0.663229,0.452977,0.640623,0.526229,0.744219,0.6158,0.41811,0.362243,0.297602,0.41811,0.687749,0.97265,0.595853,0.842685,0.489526,0.692312,0.687749,0.972649
2023-10-11,0.3751,0.321819,0.306235,0.313671,0.308652,0.321819,0.52936,0.748647,0.503726,0.712395,0.515957,0.729692,0.507702,0.718018,0.529359,0.748646,0.4354,0.419384,0.372606,0.325585,0.419384,0.689844,0.975612,0.6129,0.866794,0.535555,0.757408,0.689844,0.975612
2023-10-12,-0.4677,0.320724,0.310435,0.318966,0.313037,0.320724,0.527559,0.7461,0.510634,0.722165,0.524668,0.742011,0.514915,0.728218,0.527559,0.7461,-0.4307,0.420026,0.375004,0.333196,0.420026,0.690901,0.977106,0.616844,0.872372,0.548074,0.775114,0.6909,0.977106
2023-10-13,0.2428,0.322179,0.317517,0.328346,0.324403,0.322179,0.529953,0.749486,0.522284,0.73864,0.540096,0.763831,0.53361,0.754659,0.529952,0.749485,0.2839,0.420956,0.376754,0.339836,0.420956,0.69243,0.97927,0.619723,0.876444,0.558997,0.790561,0.69243,0.979269
2023-10-16,-0.3064,0.321127,0.315755,0.325152,0.320094,0.321127,0.528222,0.747038,0.519385,0.73454,0.534842,0.756401,0.526523,0.744635,0.528221,0.747037,-0.2298,0.420066,0.375421,0.336742,0.420066,0.690967,0.9772,0.617531,0.873343,0.553907,0.783363,0.690966,0.977199
2023-10-17,-0.4469,0.321015,0.315033,0.32358,0.319289,0.321014,0.528038,0.746778,0.518197,0.73286,0.532257,0.752744,0.525198,0.742762,0.528037,0.746776,-0.4469,0.420339,0.372975,0.331301,0.420338,0.691416,0.977834,0.613507,0.867652,0.544956,0.770704,0.691415,0.977833
2023-10-18,-0.2504,0.321981,0.320642,0.330712,0.328347,0.321981,0.529627,0.749025,0.527424,0.74591,0.543988,0.769335,0.540098,0.763834,0.529626,0.749024,-0.1738,0.421237,0.375225,0.339349,0.421237,0.692893,0.979924,0.617208,0.872886,0.558195,0.789427,0.692892,0.979923
2023-10-19,-0.3622,0.322389,0.317787,0.326147,0.324199,0.322388,0.530297,0.749973,0.522728,0.739269,0.53648,0.758717,0.533275,0.754185,0.530296,0.749972,-0.4101,0.421322,0.372072,0.331754,0.421322,0.693033,0.980122,0.61202,0.86555,0.545702,0.771759,0.693033,0.980122
2023-10-20,0.1813,0.321432,0.319073,0.327328,0.326604,0.321431,0.528723,0.747746,0.524842,0.742258,0.538421,0.761463,0.537231,0.759779,0.528722,0.747745,0.2209,0.422079,0.373294,0.336969,0.422079,0.694278,0.981883,0.614031,0.868393,0.55428,0.78389,0.694278,0.981883
2023-10-23,0.0,0.31955,0.315613,0.322138,0.319753,0.31955,0.525628,0.74337,0.519152,0.734211,0.529885,0.74939,0.525962,0.743842,0.525628,0.743369,0.0041,0.419317,0.371004,0.331154,0.419317,0.689734,0.975457,0.610264,0.863066,0.544715,0.770363,0.689734,0.975457
2023-10-24,0.4663,0.319402,0.309888,0.314113,0.310012,0.319401,0.525384,0.743024,0.509735,0.720892,0.516685,0.730722,0.509939,0.721182,0.525383,0.743024,0.3733,0.4191,0.366919,0.321067,0.4191,0.689377,0.974951,0.603546,0.853565,0.528123,0.746898,0.689377,0.974952
2023-10-25,-0.3378,0.320358,0.318773,0.325478,0.321539,0.320358,0.526957,0.745249,0.52435,0.741563,0.535379,0.75716,0.528899,0.747996,0.526956,0.745248,-0.2352,0.41964,0.367861,0.324438,0.41964,0.690265,0.976208,0.605094,0.855754,0.533668,0.754741,0.690266,0.976209
2023-10-26,0.2971,0.32085,0.319054,0.325387,0.322538,0.320849,0.527765,0.746392,0.524812,0.742215,0.535229,0.756947,0.530542,0.75032,0.527765,0.746392,0.2766,0.419523,0.365508,0.319787,0.419523,0.690073,0.975936,0.601224,0.850281,0.526017,0.74392,0.690074,0.975937
2023-10-27,0.0814,0.320833,0.31929,0.325268,0.321068,0.320832,0.527738,0.746353,0.5252,0.742764,0.535033,0.756671,0.528125,0.746901,0.527737,0.746352,0.1101,0.414241,0.364247,0.317361,0.414241,0.681385,0.963648,0.599151,0.847349,0.522028,0.738278,0.681385,0.963649
2023-10-30,-0.064,0.31994,0.314075,0.318038,0.311925,0.319939,0.526269,0.744275,0.516621,0.730632,0.523141,0.739852,0.513086,0.725632,0.526268,0.744274,-0.1159,0.408247,0.360574,0.308873,0.408248,0.671526,0.949706,0.593108,0.838803,0.508065,0.718531,0.671526,0.949706
2023-10-31,-0.1164,0.319434,0.308664,0.310693,0.302829,0.319433,0.525437,0.743099,0.507722,0.718046,0.51106,0.722766,0.498123,0.70447,0.525436,0.743098,-0.0713,0.408324,0.35677,0.300806,0.408324,0.671652,0.949884,0.586852,0.829955,0.494796,0.699765,0.671653,0.949885
2023-11-01,0.5516,0.318641,0.303931,0.304313,0.294985,0.31864,0.524132,0.741254,0.499936,0.707034,0.500565,0.707924,0.48522,0.686222,0.524131,0.741253,0.5639,0.407684,0.352571,0.292165,0.407684,0.670599,0.948395,0.579945,0.820187,0.480582,0.679663,0.6706,0.948396
2023-11-02,0.4795,0.320405,0.31801,0.322594,0.316308,0.320404,0.527034,0.745358,0.523095,0.739787,0.530635,0.75045,0.520295,0.735827,0.527032,0.745355,0.459,0.408038,0.361035,0.315147,0.408038,0.671181,0.949218,0.593866,0.839875,0.518385,0.733127,0.671182,0.949219
2023-11-03,0.5231,0.321682,0.326892,0.333726,0.328394,0.321681,0.529135,0.74833,0.537705,0.76045,0.548946,0.776347,0.540176,0.763944,0.529133,0.748327,0.311,0.408848,0.364606,0.325576,0.408849,0.672515,0.951104,0.599741,0.848183,0.535539,0.757387,0.672515,0.951105
2023-11-06,-0.0803,0.322256,0.338198,0.347821,0.343206,0.322255,0.530079,0.749664,0.556303,0.786751,0.572131,0.809137,0.564539,0.7984,0.530077,0.749662,-0.5058,0.408953,0.364021,0.32472,0.408953,0.672687,0.951348,0.598779,0.846823,0.534131,0.755395,0.672687,0.951348
2023-11-07,0.2235,0.322252,0.331685,0.338784,0.333331,0.322251,0.530072,0.749655,0.545588,0.771598,0.557266,0.788114,0.548297,0.775429,0.53007,0.749652,0.3514,0.410278,0.368519,0.338329,0.410278,0.674867,0.95443,0.606177,0.857285,0.556517,0.787054,0.674867,0.95443
2023-11-08,0.263,0.322473,0.328767,0.334581,0.327781,0.322472,0.530436,0.750169,0.540789,0.764811,0.550353,0.778336,0.539167,0.762517,0.530434,0.750166,0.2795,0.405283,0.368758,0.339127,0.405283,0.66665,0.94281,0.60657,0.857842,0.55783,0.788911,0.666651,0.942811
2023-11-09,-0.5037,0.321879,0.327202,0.332195,0.324259,0.321878,0.529459,0.748787,0.538214,0.76117,0.546427,0.772784,0.533374,0.754324,0.529457,0.748785,-0.4556,0.403239,0.367485,0.335848,0.403239,0.663287,0.938054,0.604477,0.854881,0.552437,0.781283,0.663288,0.938056
2023-11-10,0.0287,0.322929,0.335169,0.341929,0.337725,0.322929,0.531186,0.75123,0.55132,0.779705,0.562439,0.795429,0.555524,0.78565,0.531185,0.751229,0.0287,0.40417,0.370203,0.34421,0.40417,0.664819,0.94022,0.608948,0.861204,0.566191,0.800736,0.66482,0.940221
2023-11-13,0.0746,0.316642,0.328895,0.333529,0.327512,0.316641,0.520844,0.736604,0.540999,0.765107,0.548621,0.775887,0.538725,0.761891,0.520843,0.736603,0.1501,0.403932,0.366411,0.333798,0.403932,0.664427,0.939666,0.60271,0.852383,0.549065,0.776515,0.664428,0.939668
2023-11-14,0.6628,0.311534,0.323379,0.326215,0.31806,0.311534,0.512443,0.724722,0.531927,0.752277,0.536591,0.758874,0.523177,0.739903,0.512442,0.724721,0.1677,0.401572,0.363323,0.325711,0.401573,0.660547,0.934178,0.59763,0.845198,0.535762,0.757702,0.660548,0.93418
2023-11-15,-0.0513,0.311663,0.343853,0.351822,0.348498,0.311662,0.512654,0.725021,0.565603,0.799905,0.578713,0.818444,0.573244,0.81071,0.512652,0.725019,-0.1396,0.401391,0.360406,0.318449,0.401392,0.660248,0.933756,0.592833,0.838414,0.523817,0.740808,0.66025,0.933758
2023-11-16,0.4037,0.310487,0.337184,0.342945,0.338115,0.310486,0.51072,0.722286,0.554634,0.784391,0.564111,0.797794,0.556165,0.786556,0.510719,0.722284,0.3347,0.394705,0.357085,0.310636,0.394706,0.649251,0.918203,0.587369,0.830687,0.510965,0.722632,0.649252,0.918205
2023-11-17,0.0737,0.310611,0.340842,0.347136,0.342404,0.31061,0.510924,0.722574,0.560651,0.7929,0.571003,0.807542,0.563221,0.796535,0.510923,0.722572,-0.3359,0.394141,0.357217,0.312132,0.394141,0.648322,0.91689,0.587587,0.830995,0.513426,0.726112,0.648323,0.916891
2023-11-20,0.1473,0.310109,0.33479,0.339193,0.332464,0.310108,0.510098,0.721406,0.550696,0.778822,0.557939,0.789065,0.54687,0.77341,0.510097,0.721404,-0.4647,0.391597,0.357185,0.313609,0.391598,0.644138,0.910973,0.587533,0.830919,0.515855,0.729548,0.644139,0.910974
2023-11-21,0.1641,0.310214,0.33014,0.33308,0.324349,0.310213,0.510271,0.721651,0.543047,0.768004,0.547883,0.774844,0.533521,0.754532,0.51027,0.721649,-0.2945,0.39083,0.360682,0.324663,0.39083,0.642876,0.909187,0.593286,0.839055,0.534039,0.755264,0.642876,0.909188
2023-11-22,0.0452,0.309922,0.326032,0.327723,0.317026,0.309921,0.509791,0.720972,0.536291,0.758449,0.539072,0.762383,0.521477,0.737498,0.50979,0.72097,0.3223,0.39129,0.359631,0.322933,0.391291,0.643633,0.910258,0.591556,0.836608,0.531192,0.751239,0.643634,0.910259
2023-11-24,-0.1357,0.308946,0.320562,0.320647,0.307568,0.308946,0.508186,0.718702,0.527293,0.745724,0.527432,0.745921,0.505918,0.715495,0.508185,0.7187,-0.2224,0.389541,0.359472,0.322895,0.389541,0.640756,0.906189,0.591296,0.83624,0.53113,0.751151,0.640756,0.90619
2023-11-27,0.3445,0.307736,0.315966,0.314631,0.300045,0.307735,0.506195,0.715886,0.519733,0.735032,0.517536,0.731925,0.493544,0.697994,0.506193,0.715884,0.4004,0.388305,0.357191,0.317763,0.388305,0.638723,0.903313,0.587544,0.830934,0.522688,0.739212,0.638723,0.903314
2023-11-28,0.3209,0.30842,0.317802,0.317137,0.302896,0.308419,0.50732,0.717478,0.522752,0.739303,0.521659,0.737756,0.498234,0.704627,0.507319,0.717476,0.1138,0.386853,0.359081,0.323317,0.386853,0.636334,0.899935,0.590652,0.83533,0.531824,0.752133,0.636334,0.899936
2023-11-29,0.4374,0.309013,0.318621,0.318235,0.304006,0.309012,0.508296,0.718857,0.524099,0.741207,0.523465,0.74031,0.50006,0.70721,0.508294,0.718855,0.3253,0.384116,0.35569,0.314705,0.384117,0.631833,0.89357,0.585074,0.827441,0.517658,0.732097,0.631834,0.893571
2023-11-30,-0.1288,0.307893,0.324377,0.325545,0.313614,0.307892,0.506453,0.716251,0.533567,0.754597,0.535489,0.757316,0.515864,0.729561,0.506452,0.716249,-0.0447,0.383861,0.355651,0.31535,0.383862,0.631413,0.892976,0.585011,0.827352,0.51872,0.7336,0.631415,0.892978
2023-12-01,0.4919,0.302793,0.319613,0.319447,0.305693,0.302793,0.498064,0.704387,0.525731,0.743515,0.525458,0.743129,0.502834,0.711133,0.498064,0.704387,0.5283,0.38357,0.351783,0.30594,0.383571,0.630934,0.892298,0.578648,0.818353,0.50324,0.711707,0.630935,0.8923
2023-12-04,-0.0614,0.303964,0.328077,0.330061,0.319936,0.303963,0.49999,0.70711,0.539653,0.763205,0.542918,0.767822,0.526263,0.744267,0.499989,0.70711,-0.0082,0.384855,0.358084,0.323619,0.384856,0.633049,0.895289,0.589012,0.833011,0.53232,0.752834,0.63305,0.895292
2023-12-05,0.4176,0.303311,0.322576,0.323081,0.310554,0.303311,0.498916,0.705592,0.530606,0.750409,0.531435,0.751583,0.51083,0.722441,0.498916,0.705592,0.4456,0.377755,0.354226,0.313766,0.377756,0.621369,0.878771,0.582666,0.824036,0.516114,0.729915,0.621371,0.878774
2023-12-06,0.3162,0.304009,0.327076,0.328634,0.317994,0.304008,0.500064,0.707215,0.538008,0.760877,0.54057,0.764501,0.523069,0.739751,0.500063,0.707214,0.5064,0.376138,0.357436,0.323197,0.376138,0.618709,0.875009,0.587946,0.831503,0.531626,0.751852,0.61871,0.875011
2023-12-07,0.0,0.3037,0.327211,0.328695,0.317887,0.3037,0.499557,0.706498,0.538229,0.761191,0.540671,0.764644,0.522892,0.739501,0.499556,0.706497,-0.0908,0.377367,0.362338,0.337009,0.377367,0.620731,0.877868,0.59601,0.842907,0.554346,0.783984,0.620731,0.877869
2023-12-08,-0.2829,0.303621,0.321622,0.321674,0.308203,0.30362,0.499426,0.706313,0.529036,0.748189,0.529121,0.748309,0.506963,0.716973,0.499425,0.706312,-0.1013,0.377232,0.358836,0.327498,0.377233,0.62051,0.877556,0.590249,0.834759,0.538702,0.76186,0.62051,0.877557
2023-12-11,-0.0167,0.303445,0.320377,0.320065,0.306744,0.303444,0.499136,0.705903,0.526989,0.745294,0.526475,0.744568,0.504563,0.713578,0.499135,0.705902,0.1507,0.376086,0.355376,0.31849,0.376087,0.618624,0.874889,0.584558,0.826712,0.523884,0.740902,0.618625,0.874891
2023-12-12,0.1055,0.303412,0.315018,0.313315,0.297427,0.303411,0.499082,0.705826,0.518173,0.732826,0.515372,0.728864,0.489238,0.691905,0.499081,0.705825,0.0916,0.375914,0.352327,0.310986,0.375914,0.618341,0.874488,0.579543,0.819618,0.51154,0.723446,0.618342,0.87449
2023-12-13,0.8344,0.302323,0.310507,0.307624,0.289522,0.302322,0.49729,0.703293,0.510753,0.722332,0.506011,0.715627,0.476235,0.673515,0.49729,0.703293,0.7926,0.375892,0.348738,0.302346,0.375893,0.618305,0.874438,0.57364,0.81127,0.497328,0.703346,0.618306,0.874439
2023-12-14,0.7893,0.306246,0.343098,0.348311,0.347228,0.306246,0.503743,0.712419,0.564362,0.798148,0.572937,0.810277,0.571155,0.807755,0.503743,0.712419,-0.1028,0.378311,0.366783,0.351598,0.378312,0.622284,0.880065,0.603322,0.853248,0.578343,0.817922,0.622285,0.880066
2023-12-15,-0.0382,0.310087,0.370871,0.382148,0.388217,0.310087,0.510062,0.721355,0.610045,0.862756,0.628595,0.888991,0.638579,0.90311,0.510062,0.721356,0.0897,0.377685,0.363458,0.341815,0.377686,0.621254,0.878608,0.597852,0.845512,0.562252,0.795165,0.621255,0.87861
2023-12-18,-0.0546,0.309997,0.363205,0.37193,0.376507,0.309997,0.509914,0.721146,0.597436,0.844924,0.611788,0.865221,0.619316,0.875868,0.509914,0.721146,0.111,0.377583,0.360016,0.33213,0.377584,0.621087,0.878372,0.59219,0.837504,0.54632,0.772634,0.621088,0.878374
2023-12-19,0.1038,0.308993,0.356252,0.362886,0.365282,0.308993,0.508263,0.718811,0.585999,0.828749,0.596912,0.844183,0.600852,0.849755,0.508263,0.718811,0.0898,0.377083,0.356683,0.323158,0.377084,0.620264,0.877208,0.586708,0.829752,0.531562,0.751762,0.620265,0.87721
2023-12-20,0.2998,0.308441,0.350318,0.355306,0.355065,0.308441,0.507355,0.717527,0.576239,0.814945,0.584443,0.826549,0.584047,0.825989,0.507355,0.717527,0.3951,0.375437,0.353188,0.314084,0.375438,0.617557,0.87338,0.58096,0.821622,0.516637,0.730654,0.617557,0.87338
