model,caliber,delta_src,window,event_date,e_date,event_cn,market,r_actual_pct,r_pred_pct,dev_pct,understate,d5y_sum_bp,d10y_sum_bp,rate_shock_bp,dev_param_pct,dev_credit_pct,r2_delta_src
M2 利率双因子,次,A 全样本δ,1日,2024-08-02,2024-08-02,7月非农大幅走弱+日元套息平仓,rate+fx+credit,-0.3456,-0.4271,0.0815,False,-22.0,-19.0,41.0,0.0,0.0815,0.7568
M2 利率双因子,次,A 全样本δ,1日,2024-10-04,2024-10-04,9月非农强劲 收益率上行,rate,-0.4747,-0.5134,0.0387,False,19.0,13.0,32.0,0.0,0.0387,0.7568
M2 利率双因子,次,A 全样本δ,1日,2024-10-08,2024-10-08,中国政策刺激后汇率波动 人民币回调,fx,0.6449,0.5815,0.0634,False,0.0,1.0,1.0,0.0,0.0634,0.7568
M2 利率双因子,次,A 全样本δ,1日,2024-11-06,2024-11-06,特朗普胜选 美债收益率上行 美元大涨,rate+fx,0.4985,0.4896,0.0089,False,11.0,16.0,27.0,0.0,0.0089,0.7568
M2 利率双因子,次,A 全样本δ,1日,2025-04-02,2025-04-02,"美国""解放日""对等关税(中国累计约54%) 历史级risk-off",rate+credit+fx,-0.1272,-0.1349,0.0077,False,4.0,3.0,7.0,0.0,0.0077,0.7568
M2 利率双因子,次,A 全样本δ,1日,2025-04-08,2025-04-08,美中关税加码至104% 人民币中间价破7.20 美债市场承压,rate+fx,0.2128,0.0647,0.1481,False,6.0,11.0,17.0,0.0,0.1481,0.7568
M2 利率双因子,次,A 全样本δ,1日,2025-04-09,2025-04-09,90天关税暂缓(不含中国) 美股+9.5%,rate,-0.4214,-0.2081,-0.2133,True,18.0,8.0,26.0,0.0,-0.2133,0.7568
M2 利率双因子,次,A 全样本δ,1日,2025-04-10,2025-04-10,中国反制84%至125% 亚洲IG信用risk-off,credit+rate,-0.4896,-0.6359,0.1463,False,-2.0,6.0,8.0,0.0,0.1463,0.7568
M2 利率双因子,次,A 全样本δ,1日,2025-04-11,2025-04-11,隔夜美股再跌后亚洲风险偏好修复,credit,-0.6697,-0.6133,-0.0564,True,11.0,8.0,19.0,0.0,-0.0564,0.7568
M2 利率双因子,次,A 全样本δ,1日,2025-05-07,2025-05-07,中国央行宽松(降准50bp加7天逆回购降10bp),credit,0.308,0.2736,0.0344,False,-3.0,-4.0,7.0,0.0,0.0344,0.7568
M2 利率双因子,次,A 全样本δ,1日,2025-05-12,2025-05-12,美中日内瓦停火(美145%降至30% 中125%降至10%),credit+fx,-0.7228,-0.769,0.0462,False,9.0,8.0,17.0,0.0,0.0462,0.7568
M2 利率双因子,次,A 全样本δ,1日,2025-06-05,2025-06-05,美国5月ADP弱加ISM服务跌破荣枯线 叠加美中谈判预期,rate+credit,-0.1631,-0.251,0.0879,False,6.0,3.0,9.0,0.0,0.0879,0.7568
M2 利率双因子,次,A 全样本δ,1日,2025-06-16,2025-06-16,中国地产止跌回稳推进 新城控股发行美元债,credit,-0.1833,-0.1757,-0.0076,True,2.0,5.0,7.0,0.0,-0.0076,0.7568
M2 利率双因子,次,A 全样本δ,1日,2025-07-23,2025-07-23,美中缓和交易股债跷跷板 中国长债大跌,credit,-0.3361,-0.3866,0.0505,False,6.0,5.0,11.0,0.0,0.0505,0.7568
M2 利率双因子,次,A 全样本δ,1日,2025-08-01,2025-08-01,日央行加息加套息平仓重演 全球risk-off,rate+credit,0.7112,0.7291,-0.0179,True,-19.0,-14.0,33.0,0.0,-0.0179,0.7568
M2 利率双因子,次,A 全样本δ,1日,2025-08-11,2025-08-11,美中关税休战再延90天,credit+fx,0.1315,0.0844,0.0471,False,-1.0,0.0,1.0,0.0,0.0471,0.7568
M2 利率双因子,次,A 全样本δ,1日,2025-09-17,2025-09-17,美联储2025年首次降息25bp(至4.00-4.25%),rate,-0.2836,-0.2209,-0.0627,True,3.0,2.0,5.0,0.0,-0.0627,0.7568
M2 利率双因子,次,A 全样本δ,1日,2025-10-30,2025-10-30,特朗普-习近平会晤达成一年战术休战,credit+fx,-0.2478,0.0755,-0.3233,True,2.0,3.0,5.0,0.0,-0.3233,0.7568
M2 利率双因子,次,A 全样本δ,1日,2025-12-10,2025-12-10,美联储年内第三次降息(至3.50-3.75%),rate,0.2297,0.2168,0.0129,False,-6.0,-5.0,11.0,0.0,0.0129,0.7568
M2 利率双因子,次,A 全样本δ,1日,2026-01-23,2026-01-23,人民币中间价创2023年来最强(6.9929) USDCNY破7,fx,-0.0095,-0.0186,0.0091,False,-1.0,-2.0,3.0,0.0,0.0091,0.7568
M2 利率双因子,次,A 全样本δ,1日,2026-02-28,2026-03-02,美以空袭伊朗 海湾战争爆发,rate+credit,-0.0482,0.0471,-0.0953,True,11.0,8.0,19.0,0.0,-0.0953,0.7568
M2 利率双因子,次,A 全样本δ,1日,2026-03-02,2026-03-02,开战首个交易日 布油大涨13% 全球risk-off,rate+credit,-0.0482,0.0471,-0.0953,True,11.0,8.0,19.0,0.0,-0.0953,0.7568
M2 利率双因子,次,A 全样本δ,1日,2026-03-18,2026-03-18,FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息,rate,-0.4148,-0.4225,0.0077,False,8.0,6.0,14.0,0.0,0.0077,0.7568
M2 利率双因子,次,A 全样本δ,1日,2026-03-23,2026-03-23,海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,rate+credit,-0.0779,0.1343,-0.2122,True,-6.0,-5.0,11.0,0.0,-0.2122,0.7568
M2 利率双因子,次,A 全样本δ,1日,2026-05-19,2026-05-19,美债长端抛售峰值 10Y约4.68% 30Y约5.2%,rate+credit,0.0743,0.0127,0.0616,False,5.0,6.0,11.0,0.0,0.0616,0.7568
M2 利率双因子,次,A 全样本δ,1日,2026-07-15,2026-07-15,人民币中间价破6.80 升值至约6.77,fx,0.1072,0.114,-0.0068,True,-5.0,-3.0,8.0,0.0,-0.0068,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2021-10-12,2021-10-12,中资房企信用危机(恒大等)美元债抛售传染,credit,-0.2805,0.2208,-0.5013,True,0.0,-9.0,9.0,0.0,-0.5013,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2021-11-04,2021-11-04,英央行意外不加息 美债收益率回落,rate,-0.1708,0.1038,-0.2746,True,-6.0,-9.0,15.0,0.0,-0.2746,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2021-11-10,2021-11-10,美国10月CPI同比6.2%创31年新高,rate,-0.5186,-0.7387,0.2201,False,18.0,17.0,35.0,0.0,0.2201,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2021-11-26,2021-11-26,奥密克戎变异株恐慌 全球避险,rate,0.0218,0.3777,-0.3559,True,-20.0,-21.0,41.0,0.0,-0.3559,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2021-12-09,2021-12-09,恒大正式违约 美元走强,credit+fx,0.8848,0.7342,0.1506,False,-6.0,-10.0,16.0,0.0,0.1506,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-01-18,2022-01-18,美联储紧缩预期发酵 收益率飙升,credit+rate,-0.3599,-0.3441,-0.0158,True,7.0,5.0,12.0,0.0,-0.0158,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-01-27,2022-01-27,美联储1月会议转鹰(鲍威尔),rate+fx,0.7668,0.8862,-0.1194,True,-4.0,-6.0,10.0,0.0,-0.1194,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-02-07,2022-02-07,节后风险偏好回落 美债调整,credit,-0.1818,-0.0036,-0.1782,True,4.0,1.0,5.0,0.0,-0.1782,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-02-28,2022-02-28,俄乌开战 避险与通胀双线,rate,-0.1744,0.5221,-0.6965,True,-12.0,-11.0,23.0,0.0,-0.6965,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-03-15,2022-03-15,美联储开启加息周期(3/16加息25bp)前风险偏好,credit+rate,0.1611,-0.4801,0.6412,False,7.0,6.0,13.0,0.0,0.6412,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-03-17,2022-03-17,加息落地 利空出尽反弹,credit,0.3434,-0.3882,0.7316,False,15.0,13.0,28.0,0.0,0.7316,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-03-28,2022-03-28,上海疫情封控 增长担忧,credit+fx,1.0207,0.2124,0.8083,False,-11.0,-13.0,24.0,0.0,0.8083,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-04-25,2022-04-25,人民币快速贬值(疫情封控+中美利差倒挂),fx,0.912,1.273,-0.361,True,-13.0,-8.0,21.0,0.0,-0.361,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-05-12,2022-05-12,人民币续贬 中美利差倒挂加深,fx,0.8781,1.163,-0.2849,True,-6.0,-3.0,9.0,0.0,-0.2849,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-05-03,2022-05-03,5月FOMC前风险偏好弱 债市调整,credit,0.1802,0.5542,-0.374,True,0.0,6.0,6.0,0.0,-0.374,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-06-13,2022-06-13,5月CPI超预期后美债暴跌 全球债市承压,rate+credit,-0.9946,-0.5154,-0.4792,True,13.0,18.0,31.0,0.0,-0.4792,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-06-15,2022-06-15,FOMC加息75bp 声明后收益率回落,rate,0.6151,0.6046,0.0105,False,-27.0,-24.0,51.0,0.0,0.0105,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-07-22,2022-07-22,中国地产纾困与政策预期 风险偏好,credit,0.6731,0.3626,0.3105,False,-11.0,-10.0,21.0,0.0,0.3105,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-08-05,2022-08-05,7月非农强劲 加息预期升温,rate,-0.5283,-0.4121,-0.1162,True,21.0,12.0,33.0,0.0,-0.1162,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-09-06,2022-09-06,人民币贬向6.9 美元指数走强,fx,0.4902,0.5422,-0.052,True,9.0,9.0,18.0,0.0,-0.052,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-09-22,2022-09-22,FOMC鹰派点阵图 收益率上行,rate,-0.5415,-0.0822,-0.4593,True,41.0,37.0,78.0,0.0,-0.4593,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-09-26,2022-09-26,英国迷你预算危机 全球利率上行,rate,0.2003,0.996,-0.7957,True,-4.0,3.0,7.0,0.0,-0.7957,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-09-28,2022-09-28,英央行紧急购债 全球收益率回落,rate+fx,-0.8462,-0.3065,-0.5397,True,-15.0,-14.0,29.0,0.0,-0.5397,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-10-14,2022-10-14,全球债市动荡(英养老金危机) 信用承压,credit,-0.0547,0.344,-0.3987,True,0.0,4.0,4.0,0.0,-0.3987,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-10-26,2022-10-26,美元自高位大幅回落 人民币急升,fx,0.1657,0.0628,0.1029,False,-6.0,-8.0,14.0,0.0,0.1029,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-11-10,2022-11-10,美国10月CPI回落至7.7% 美债暴涨,rate+fx,-0.1611,-1.5035,1.3424,False,-34.0,-32.0,66.0,0.0,1.3424,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-11-14,2022-11-14,中国发布防控优化二十条+地产金融16条(11-11公布 美股11-11休市),credit+fx,0.783,-0.6524,1.4354,False,-12.0,-15.0,27.0,0.0,1.4354,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-11-29,2022-11-29,证监会恢复房企股权融资(第三支箭),credit,-0.8116,-1.6504,0.8388,False,-20.0,-16.0,36.0,0.0,0.8388,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-11-30,2022-11-30,人民币续升 风险偏好修复,fx,-0.1874,-1.0057,0.8183,False,-25.0,-24.0,49.0,0.0,0.8183,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-12-05,2022-12-05,防疫新十条 放开加速 人民币走强,fx,-0.3679,-0.353,-0.0149,True,-5.0,-9.0,14.0,0.0,-0.0149,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2022-12-30,2022-12-30,年末人民币偏强 美元弱,fx,-0.6355,-0.5611,-0.0744,True,-9.0,-14.0,23.0,0.0,-0.0744,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-01-06,2023-01-06,美国12月ISM服务业破荣枯线+薪资降温,rate,-0.816,-1.0342,0.2182,False,-18.0,-10.0,28.0,0.0,0.2182,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-01-09,2023-01-09,中国重启+美元走弱 人民币续升,fx,-0.5812,-0.89,0.3088,False,-3.0,-1.0,4.0,0.0,0.3088,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-01-12,2023-01-12,美国12月CPI回落+中国开放推进,credit,0.4136,0.1518,0.2618,False,-6.0,-1.0,7.0,0.0,0.2618,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-01-17,2023-01-17,人民币单日回调(升幅过大/中间价),fx,1.9743,1.5085,0.4658,False,-12.0,-10.0,22.0,0.0,0.4658,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-03-01,2023-03-01,中国2月PMI强劲 人民币升值,fx,-0.6088,-0.5662,-0.0426,True,8.0,5.0,13.0,0.0,-0.0426,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-03-10,2023-03-10,硅谷银行SVB被接管 避险,rate+fx+credit,-0.3586,-0.1422,-0.2164,True,-44.0,-29.0,73.0,0.0,-0.2164,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-03-13,2023-03-13,SVB传染 瑞信危机发酵,rate+fx,0.8889,0.8556,0.0333,False,-37.0,-19.0,56.0,0.0,0.0333,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-03-14,2023-03-14,美联储新工具BTFP 银行风险缓解 投资级债涨,credit,0.4477,0.7244,-0.2767,True,4.0,1.0,5.0,0.0,-0.2767,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-03-17,2023-03-17,瑞信危机蔓延 美债收益率续降,rate,-0.2237,-0.2492,0.0255,False,1.0,3.0,4.0,0.0,0.0255,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-03-23,2023-03-23,美联储加息25bp接近尾声 美元走弱,fx,-0.3189,-0.0961,-0.2228,True,5.0,5.0,10.0,0.0,-0.2228,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-06-20,2023-06-20,中国1年期LPR下调10bp 经济偏弱,credit+fx,0.9869,0.6605,0.3264,False,4.0,3.0,7.0,0.0,0.3264,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-06-26,2023-06-26,人民币续贬(中美利差/经济预期),fx,1.0748,1.0596,0.0152,False,-2.0,-3.0,5.0,0.0,0.0152,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-09-11,2023-09-11,央行维稳+美元回落 人民币急升,fx,-0.9822,-0.9274,-0.0548,True,0.0,-1.0,1.0,0.0,-0.0548,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-10-04,2023-10-04,美债长端急升(10Y创多年新高) 全球利差走阔,rate+credit,0.0239,0.1688,-0.1449,True,-5.0,-3.0,8.0,0.0,-0.1449,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-10-26,2023-10-26,美债动荡延续 经济数据强劲,credit,0.2708,0.2732,-0.0024,True,-9.0,-7.0,16.0,0.0,-0.0024,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-11-01,2023-11-01,美债供应与再融资压力,credit,1.3339,0.985,0.3489,False,-33.0,-31.0,64.0,0.0,0.3489,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-11-06,2023-11-06,风险偏好修复 利差收窄,credit,0.1251,-0.0197,0.1448,False,2.0,-8.0,10.0,0.0,0.1448,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-11-14,2023-11-14,美国10月CPI低于预期(3.2%),rate,0.3628,0.0948,0.268,False,-23.0,-18.0,41.0,0.0,0.268,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-11-15,2023-11-15,CPI后信用大涨 利差大幅收窄,credit,-0.1408,-0.5477,0.4069,False,3.0,0.0,3.0,0.0,0.4069,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-11-20,2023-11-20,美元走弱 人民币升,fx,-0.4369,-0.6848,0.2479,False,-1.0,-2.0,3.0,0.0,0.2479,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-12-01,2023-12-01,"鲍威尔称""为时过早谈降息"" 鹰派",credit,0.9657,0.8479,0.1178,False,-17.0,-19.0,36.0,0.0,0.1178,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-12-13,2023-12-13,FOMC点阵图转向降息 收益率大降,rate+credit,0.7795,0.333,0.4465,False,-32.0,-29.0,61.0,0.0,0.4465,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2023-12-14,2023-12-14,转鸽确认 风险资产大涨 美元走弱,credit+fx,0.0979,-0.2462,0.3441,False,-6.0,-9.0,15.0,0.0,0.3441,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2024-01-02,2024-01-02,年初购汇需求与美元偏强 人民币走弱,fx,0.1361,0.4473,-0.3112,True,13.0,11.0,24.0,0.0,-0.3112,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2024-02-07,2024-02-07,中国股市流动性风险+美债收益率上行,credit,-0.1746,-0.2476,0.073,False,11.0,8.0,19.0,0.0,0.073,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2024-04-10,2024-04-10,美国3月CPI超预期 收益率急升,rate,-0.5034,-0.4188,-0.0846,True,17.0,14.0,31.0,0.0,-0.0846,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2024-05-06,2024-05-06,美元回落 人民币升值,fx,-0.0158,-0.2188,0.203,False,2.0,-2.0,4.0,0.0,0.203,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2024-05-16,2024-05-16,美国4月CPI回落 风险资产涨,credit,0.4615,-0.0638,0.5253,False,11.0,8.0,19.0,0.0,0.5253,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2024-08-02,2024-08-02,7月非农大幅走弱+日元套息平仓,rate+fx+credit,-1.0307,-0.8285,-0.2022,True,-11.0,-9.0,20.0,0.0,-0.2022,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2024-10-04,2024-10-04,9月非农强劲 收益率上行,rate,-0.0975,-0.1028,0.0053,False,24.0,19.0,43.0,0.0,0.0053,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2024-10-08,2024-10-08,中国政策刺激后汇率波动 人民币回调,fx,0.7655,0.7062,0.0593,False,5.0,6.0,11.0,0.0,0.0593,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2024-11-06,2024-11-06,特朗普胜选 美债收益率上行 美元大涨,rate+fx,1.2115,0.9277,0.2838,False,4.0,4.0,8.0,0.0,0.2838,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2025-04-02,2025-04-02,"美国""解放日""对等关税(中国累计约54%) 历史级risk-off",rate+credit+fx,0.4465,0.8035,-0.357,True,-19.0,-16.0,35.0,0.0,-0.357,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2025-04-08,2025-04-08,美中关税加码至104% 人民币中间价破7.20 美债市场承压,rate+fx,-0.6982,-0.7792,0.081,False,22.0,25.0,47.0,0.0,0.081,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2025-04-09,2025-04-09,90天关税暂缓(不含中国) 美股+9.5%,rate,-1.5807,-1.4572,-0.1235,True,27.0,22.0,49.0,0.0,-0.1235,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2025-04-10,2025-04-10,中国反制84%至125% 亚洲IG信用risk-off,credit+rate,-0.4309,-0.5623,0.1314,False,-4.0,4.0,8.0,0.0,0.1314,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2025-04-11,2025-04-11,隔夜美股再跌后亚洲风险偏好修复,credit,0.3685,0.2489,0.1196,False,-6.0,-5.0,11.0,0.0,0.1196,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2025-05-07,2025-05-07,中国央行宽松(降准50bp加7天逆回购降10bp),credit,0.2281,0.0369,0.1912,False,10.0,7.0,17.0,0.0,0.1912,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2025-05-12,2025-05-12,美中日内瓦停火(美145%降至30% 中125%降至10%),credit+fx,-0.729,-0.9509,0.2219,False,17.0,16.0,33.0,0.0,0.2219,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2025-06-05,2025-06-05,美国5月ADP弱加ISM服务跌破荣枯线 叠加美中谈判预期,rate+credit,-0.3539,-0.4911,0.1372,False,16.0,12.0,28.0,0.0,0.1372,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2025-06-16,2025-06-16,中国地产止跌回稳推进 新城控股发行美元债,credit,0.2423,0.2696,-0.0273,True,-4.0,-3.0,7.0,0.0,-0.0273,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2025-07-23,2025-07-23,美中缓和交易股债跷跷板 中国长债大跌,credit,-0.1336,-0.2544,0.1208,False,7.0,5.0,12.0,0.0,0.1208,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2025-08-01,2025-08-01,日央行加息加套息平仓重演 全球risk-off,rate+credit,0.5062,0.3963,0.1099,False,-19.0,-15.0,34.0,0.0,0.1099,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2025-08-11,2025-08-11,美中关税休战再延90天,credit+fx,0.2541,0.052,0.2021,False,-7.0,-3.0,10.0,0.0,0.2021,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2025-09-17,2025-09-17,美联储2025年首次降息25bp(至4.00-4.25%),rate,-0.3078,-0.3201,0.0123,False,9.0,10.0,19.0,0.0,0.0123,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2025-10-30,2025-10-30,特朗普-习近平会晤达成一年战术休战,credit+fx,-0.0669,0.2207,-0.2876,True,2.0,5.0,7.0,0.0,-0.2876,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2025-12-10,2025-12-10,美联储年内第三次降息(至3.50-3.75%),rate,0.0053,-0.0842,0.0895,False,-3.0,1.0,4.0,0.0,0.0895,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2026-01-23,2026-01-23,人民币中间价创2023年来最强(6.9929) USDCNY破7,fx,-0.0226,-0.0908,0.0682,False,-4.0,-2.0,6.0,0.0,0.0682,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2026-02-28,2026-03-02,美以空袭伊朗 海湾战争爆发,rate+credit,-0.1726,0.1345,-0.3071,True,16.0,12.0,28.0,0.0,-0.3071,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2026-03-02,2026-03-02,开战首个交易日 布油大涨13% 全球risk-off,rate+credit,-0.1726,0.1345,-0.3071,True,16.0,12.0,28.0,0.0,-0.3071,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2026-03-18,2026-03-18,FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息,rate,-0.7683,-0.6928,-0.0755,True,22.0,19.0,41.0,0.0,-0.0755,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2026-03-23,2026-03-23,海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,rate+credit,0.4403,0.4803,-0.04,True,-5.0,-6.0,11.0,0.0,-0.04,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2026-05-19,2026-05-19,美债长端抛售峰值 10Y约4.68% 30Y约5.2%,rate+credit,0.2976,0.2117,0.0859,False,-2.0,-4.0,6.0,0.0,0.0859,0.7568
M2 利率双因子,次,A 全样本δ,3日(主),2026-07-15,2026-07-15,人民币中间价破6.80 升值至约6.77,fx,0.2277,0.242,-0.0143,True,-3.0,-3.0,6.0,0.0,-0.0143,0.7568
M2 利率双因子,次,A 全样本δ,5日,2021-10-12,2021-10-12,中资房企信用危机(恒大等)美元债抛售传染,credit,-0.0254,-0.1809,0.1555,False,11.0,-2.0,13.0,0.0,0.1555,0.7568
M2 利率双因子,次,A 全样本δ,5日,2021-11-04,2021-11-04,英央行意外不加息 美债收益率回落,rate,-0.5428,-0.1229,-0.4199,True,4.0,-4.0,8.0,0.0,-0.4199,0.7568
M2 利率双因子,次,A 全样本δ,5日,2021-11-10,2021-11-10,美国10月CPI同比6.2%创31年新高,rate,-0.313,-0.6839,0.3709,False,16.0,14.0,30.0,0.0,0.3709,0.7568
M2 利率双因子,次,A 全样本δ,5日,2021-11-26,2021-11-26,奥密克戎变异株恐慌 全球避险,rate,0.0987,0.5158,-0.4171,True,-13.0,-20.0,33.0,0.0,-0.4171,0.7568
M2 利率双因子,次,A 全样本δ,5日,2021-12-09,2021-12-09,恒大正式违约 美元走强,credit+fx,0.6167,0.5992,0.0175,False,-1.0,-5.0,6.0,0.0,0.0175,0.7568
M2 利率双因子,次,A 全样本δ,5日,2022-01-18,2022-01-18,美联储紧缩预期发酵 收益率飙升,credit+rate,-0.3519,-0.173,-0.1789,True,-2.0,-3.0,5.0,0.0,-0.1789,0.7568
M2 利率双因子,次,A 全样本δ,5日,2022-01-27,2022-01-27,美联储1月会议转鹰(鲍威尔),rate+fx,0.7668,0.9592,-0.1924,True,-6.0,-7.0,13.0,0.0,-0.1924,0.7568
M2 利率双因子,次,A 全样本δ,5日,2022-02-07,2022-02-07,节后风险偏好回落 美债调整,credit,-0.3363,-0.0565,-0.2798,True,6.0,-1.0,7.0,0.0,-0.2798,0.7568
M2 利率双因子,次,A 全样本δ,5日,2022-02-28,2022-02-28,俄乌开战 避险与通胀双线,rate,0.3143,0.9366,-0.6223,True,-21.0,-23.0,44.0,0.0,-0.6223,0.7568
M2 利率双因子,次,A 全样本δ,5日,2022-03-15,2022-03-15,美联储开启加息周期(3/16加息25bp)前风险偏好,credit+rate,-0.094,-0.7805,0.6865,False,23.0,18.0,41.0,0.0,0.6865,0.7568
M2 利率双因子,次,A 全样本δ,5日,2022-03-17,2022-03-17,加息落地 利空出尽反弹,credit,0.9569,-0.1037,1.0606,False,16.0,13.0,29.0,0.0,1.0606,0.7568
M2 利率双因子,次,A 全样本δ,5日,2022-03-28,2022-03-28,上海疫情封控 增长担忧,credit+fx,1.0329,0.2824,0.7505,False,0.0,-9.0,9.0,0.0,0.7505,0.7568
M2 利率双因子,次,A 全样本δ,5日,2022-04-25,2022-04-25,人民币快速贬值(疫情封控+中美利差倒挂),fx,1.3099,1.7478,-0.4379,True,-2.0,-1.0,3.0,0.0,-0.4379,0.7568
M2 利率双因子,次,A 全样本δ,5日,2022-05-12,2022-05-12,人民币续贬 中美利差倒挂加深,fx,0.4713,0.6547,-0.1834,True,0.0,-2.0,2.0,0.0,-0.1834,0.7568
M2 利率双因子,次,A 全样本δ,5日,2022-05-03,2022-05-03,5月FOMC前风险偏好弱 债市调整,credit,0.8929,1.7646,-0.8717,True,-6.0,6.0,12.0,0.0,-0.8717,0.7568
M2 利率双因子,次,A 全样本δ,5日,2022-06-13,2022-06-13,5月CPI超预期后美债暴跌 全球债市承压,rate+credit,-0.8646,-0.1742,-0.6904,True,9.0,10.0,19.0,0.0,-0.6904,0.7568
M2 利率双因子,次,A 全样本δ,5日,2022-06-15,2022-06-15,FOMC加息75bp 声明后收益率回落,rate,0.7343,0.7253,0.009,False,-39.0,-33.0,72.0,0.0,0.009,0.7568
