model,caliber,delta_src,window,event_date,e_date,event_cn,market,r_actual_pct,r_pred_pct,dev_pct,understate,d5y_sum_bp,d10y_sum_bp,rate_shock_bp,dev_param_pct,dev_credit_pct,r2_delta_src
M2 利率双因子,主,A 全样本δ,1日,2021-10-12,2021-10-12,中资房企信用危机(恒大等)美元债抛售传染,credit,-0.1952,0.0496,-0.2448,True,3.0,-2.0,5.0,0.0,-0.2448,0.7568
M2 利率双因子,主,A 全样本δ,1日,2021-11-04,2021-11-04,英央行意外不加息 美债收益率回落,rate,0.2817,0.2887,-0.007,True,-9.0,-7.0,16.0,0.0,-0.007,0.7568
M2 利率双因子,主,A 全样本δ,1日,2021-11-10,2021-11-10,美国10月CPI同比6.2%创31年新高,rate,-0.399,-0.3946,-0.0044,True,15.0,10.0,25.0,0.0,-0.0044,0.7568
M2 利率双因子,主,A 全样本δ,1日,2021-11-26,2021-11-26,奥密克戎变异株恐慌 全球避险,rate,0.4706,0.6218,-0.1512,True,-18.0,-16.0,34.0,0.0,-0.1512,0.7568
M2 利率双因子,主,A 全样本δ,1日,2021-12-09,2021-12-09,恒大正式违约 美元走强,credit+fx,0.1745,0.1097,0.0648,False,-1.0,-3.0,4.0,0.0,0.0648,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-01-18,2022-01-18,美联储紧缩预期发酵 收益率飙升,credit+rate,-0.6279,-0.3268,-0.3011,True,10.0,9.0,19.0,0.0,-0.3011,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-01-27,2022-01-27,美联储1月会议转鹰(鲍威尔),rate+fx,0.1496,0.1313,0.0183,False,0.0,-4.0,4.0,0.0,0.0183,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-02-07,2022-02-07,节后风险偏好回落 美债调整,credit,-0.0603,0.0589,-0.1192,True,-2.0,-1.0,3.0,0.0,-0.1192,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-02-28,2022-02-28,俄乌开战 避险与通胀双线,rate,0.3705,0.5401,-0.1696,True,-15.0,-14.0,29.0,0.0,-0.1696,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-03-15,2022-03-15,美联储开启加息周期(3/16加息25bp)前风险偏好,credit+rate,-0.4716,-0.0152,-0.4564,True,0.0,1.0,1.0,0.0,-0.4564,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-03-17,2022-03-17,加息落地 利空出尽反弹,credit,0.6788,-0.0075,0.6863,False,-1.0,1.0,2.0,0.0,0.6863,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-03-28,2022-03-28,上海疫情封控 增长担忧,credit+fx,0.2521,0.0804,0.1717,False,-1.0,-2.0,3.0,0.0,0.1717,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-04-25,2022-04-25,人民币快速贬值(疫情封控+中美利差倒挂),fx,-0.0161,0.355,-0.3711,True,-10.0,-9.0,19.0,0.0,-0.3711,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-05-12,2022-05-12,人民币续贬 中美利差倒挂加深,fx,-0.1137,0.281,-0.3947,True,-8.0,-7.0,15.0,0.0,-0.3947,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-05-03,2022-05-03,5月FOMC前风险偏好弱 债市调整,credit,-0.4912,0.0727,-0.5639,True,0.0,-2.0,2.0,0.0,-0.5639,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-06-13,2022-06-13,5月CPI超预期后美债暴跌 全球债市承压,rate+credit,-1.3449,-1.0455,-0.2994,True,31.0,28.0,59.0,0.0,-0.2994,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-06-15,2022-06-15,FOMC加息75bp 声明后收益率回落,rate,0.8821,0.6604,0.2217,False,-23.0,-16.0,39.0,0.0,0.2217,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-07-22,2022-07-22,中国地产纾困与政策预期 风险偏好,credit,0.7089,0.5247,0.1842,False,-13.0,-14.0,27.0,0.0,0.1842,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-08-05,2022-08-05,7月非农强劲 加息预期升温,rate,-0.7185,-0.5874,-0.1311,True,21.0,15.0,36.0,0.0,-0.1311,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-09-06,2022-09-06,人民币贬向6.9 美元指数走强,fx,-0.5368,-0.4671,-0.0697,True,13.0,13.0,26.0,0.0,-0.0697,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-09-22,2022-09-22,FOMC鹰派点阵图 收益率上行,rate,-0.7129,-0.6738,-0.0391,True,17.0,19.0,36.0,0.0,-0.0391,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-09-26,2022-09-26,英国迷你预算危机 全球利率上行,rate,-0.9128,-0.6892,-0.2236,True,19.0,19.0,38.0,0.0,-0.2236,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-09-28,2022-09-28,英央行紧急购债 全球收益率回落,rate+fx,0.5534,0.9704,-0.417,True,-29.0,-25.0,54.0,0.0,-0.417,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-10-14,2022-10-14,全球债市动荡(英养老金危机) 信用承压,credit,-0.333,-0.1046,-0.2284,True,4.0,3.0,7.0,0.0,-0.2284,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-10-26,2022-10-26,美元自高位大幅回落 人民币急升,fx,0.3019,0.2285,0.0734,False,-5.0,-6.0,11.0,0.0,0.0734,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-11-10,2022-11-10,美国10月CPI回落至7.7% 美债暴涨,rate+fx,1.0232,1.1401,-0.1169,True,-32.0,-30.0,62.0,0.0,-0.1169,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-11-14,2022-11-14,中国发布防控优化二十条+地产金融16条(11-11公布 美股11-11休市),credit+fx,0.9144,-0.2003,1.1147,False,5.0,6.0,11.0,0.0,1.1147,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-11-29,2022-11-29,证监会恢复房企股权融资(第三支箭),credit,-0.0114,-0.1926,0.1812,False,4.0,6.0,10.0,0.0,0.1812,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-11-30,2022-11-30,人民币续升 风险偏好修复,fx,0.6079,0.2964,0.3115,False,-10.0,-7.0,17.0,0.0,0.3115,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-12-05,2022-12-05,防疫新十条 放开加速 人民币走强,fx,-0.3084,-0.3499,0.0415,False,13.0,9.0,22.0,0.0,0.0415,0.7568
M2 利率双因子,主,A 全样本δ,1日,2022-12-30,2022-12-30,年末人民币偏强 美元弱,fx,-0.2029,-0.171,-0.0319,True,5.0,5.0,10.0,0.0,-0.0319,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-01-06,2023-01-06,美国12月ISM服务业破荣枯线+薪资降温,rate,0.5914,0.645,-0.0536,True,-21.0,-16.0,37.0,0.0,-0.0536,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-01-09,2023-01-09,中国重启+美元走弱 人民币续升,fx,0.3756,0.0959,0.2797,False,-3.0,-2.0,5.0,0.0,0.2797,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-01-12,2023-01-12,美国12月CPI回落+中国开放推进,credit,0.4632,0.4367,0.0265,False,-13.0,-11.0,24.0,0.0,0.0265,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-01-17,2023-01-17,人民币单日回调(升幅过大/中间价),fx,0.0725,-0.1031,0.1756,False,0.0,4.0,4.0,0.0,0.1756,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-03-01,2023-03-01,中国2月PMI强劲 人民币升值,fx,-0.3666,-0.319,-0.0476,True,9.0,9.0,18.0,0.0,-0.0476,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-03-10,2023-03-10,硅谷银行SVB被接管 避险,rate+fx+credit,0.8644,0.8887,-0.0243,True,-26.0,-23.0,49.0,0.0,-0.0243,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-03-13,2023-03-13,SVB传染 瑞信危机发酵,rate+fx,0.7128,0.6697,0.0431,False,-28.0,-15.0,43.0,0.0,0.0431,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-03-14,2023-03-14,美联储新工具BTFP 银行风险缓解 投资级债涨,credit,-0.562,-0.3268,-0.2352,True,10.0,9.0,19.0,0.0,-0.2352,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-03-17,2023-03-17,瑞信危机蔓延 美债收益率续降,rate,0.7154,0.7283,-0.0129,True,-28.0,-17.0,45.0,0.0,-0.0129,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-03-23,2023-03-23,美联储加息25bp接近尾声 美元走弱,fx,0.3532,0.4229,-0.0697,True,-15.0,-10.0,25.0,0.0,-0.0697,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-06-20,2023-06-20,中国1年期LPR下调10bp 经济偏弱,credit+fx,0.1445,0.1252,0.0193,False,-3.0,-3.0,6.0,0.0,0.0193,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-06-26,2023-06-26,人民币续贬(中美利差/经济预期),fx,0.1277,0.0959,0.0318,False,-3.0,-2.0,5.0,0.0,0.0318,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-09-11,2023-09-11,央行维稳+美元回落 人民币急升,fx,-0.1589,-0.0815,-0.0774,True,1.0,3.0,4.0,0.0,-0.0774,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-10-04,2023-10-04,美债长端急升(10Y创多年新高) 全球利差走阔,rate+credit,0.15,0.3103,-0.1603,True,-8.0,-8.0,16.0,0.0,-0.1603,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-10-26,2023-10-26,美债动荡延续 经济数据强劲,credit,0.2971,0.355,-0.0579,True,-10.0,-9.0,19.0,0.0,-0.0579,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-11-01,2023-11-01,美债供应与再融资压力,credit,0.5516,0.4522,0.0994,False,-15.0,-11.0,26.0,0.0,0.0994,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-11-06,2023-11-06,风险偏好修复 利差收窄,credit,-0.0803,-0.3638,0.2835,False,11.0,10.0,21.0,0.0,0.2835,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-11-14,2023-11-14,美国10月CPI低于预期(3.2%),rate,0.6628,0.756,-0.0932,True,-24.0,-19.0,43.0,0.0,-0.0932,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-11-15,2023-11-15,CPI后信用大涨 利差大幅收窄,credit,-0.0513,-0.3268,0.2755,False,10.0,9.0,19.0,0.0,0.2755,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-11-20,2023-11-20,美元走弱 人民币升,fx,0.1473,0.0804,0.0669,False,-1.0,-2.0,3.0,0.0,0.0669,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-12-01,2023-12-01,"鲍威尔称""为时过早谈降息"" 鹰派",credit,0.4919,0.5848,-0.0929,True,-17.0,-15.0,32.0,0.0,-0.0929,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-12-13,2023-12-13,FOMC点阵图转向降息 收益率大降,rate+credit,0.8344,0.6604,0.174,False,-23.0,-16.0,39.0,0.0,0.174,0.7568
M2 利率双因子,主,A 全样本δ,1日,2023-12-14,2023-12-14,转鸽确认 风险资产大涨 美元走弱,credit+fx,0.7893,0.4429,0.3464,False,-10.0,-12.0,22.0,0.0,0.3464,0.7568
M2 利率双因子,主,A 全样本δ,1日,2024-01-02,2024-01-02,年初购汇需求与美元偏强 人民币走弱,fx,-0.1905,-0.2604,0.0699,False,9.0,7.0,16.0,0.0,0.0699,0.7568
M2 利率双因子,主,A 全样本δ,1日,2024-02-07,2024-02-07,中国股市流动性风险+美债收益率上行,credit,-0.0275,-0.009,-0.0185,True,3.0,0.0,3.0,0.0,-0.0185,0.7568
M2 利率双因子,主,A 全样本δ,1日,2024-04-10,2024-04-10,美国3月CPI超预期 收益率急升,rate,-0.656,-0.7278,0.0718,False,24.0,19.0,43.0,0.0,0.0718,0.7568
M2 利率双因子,主,A 全样本δ,1日,2024-05-06,2024-05-06,美元回落 人民币升值,fx,0.2497,0.0434,0.2063,False,0.0,-1.0,1.0,0.0,0.2063,0.7568
M2 利率双因子,主,A 全样本δ,1日,2024-05-16,2024-05-16,美国4月CPI回落 风险资产涨,credit,0.4688,-0.0831,0.5519,False,5.0,2.0,7.0,0.0,0.5519,0.7568
M2 利率双因子,主,A 全样本δ,1日,2024-08-02,2024-08-02,7月非农大幅走弱+日元套息平仓,rate+fx+credit,0.8221,0.7406,0.0815,False,-22.0,-19.0,41.0,0.0,0.0815,0.7568
M2 利率双因子,主,A 全样本δ,1日,2024-10-04,2024-10-04,9月非农强劲 收益率上行,rate,-0.4747,-0.5134,0.0387,False,19.0,13.0,32.0,0.0,0.0387,0.7568
M2 利率双因子,主,A 全样本δ,1日,2024-10-08,2024-10-08,中国政策刺激后汇率波动 人民币回调,fx,0.0482,-0.0152,0.0634,False,0.0,1.0,1.0,0.0,0.0634,0.7568
M2 利率双因子,主,A 全样本δ,1日,2024-11-06,2024-11-06,特朗普胜选 美债收益率上行 美元大涨,rate+fx,-0.5307,-0.5396,0.0089,False,11.0,16.0,27.0,0.0,0.0089,0.7568
M2 利率双因子,主,A 全样本δ,1日,2025-04-02,2025-04-02,"美国""解放日""对等关税(中国累计约54%) 历史级risk-off",rate+credit+fx,-0.0969,-0.1046,0.0077,False,4.0,3.0,7.0,0.0,0.0077,0.7568
M2 利率双因子,主,A 全样本δ,1日,2025-04-08,2025-04-08,美中关税加码至104% 人民币中间价破7.20 美债市场承压,rate+fx,-0.2064,-0.3545,0.1481,False,6.0,11.0,17.0,0.0,0.1481,0.7568
M2 利率双因子,主,A 全样本δ,1日,2025-04-09,2025-04-09,90天关税暂缓(不含中国) 美股+9.5%,rate,-0.5725,-0.3592,-0.2133,True,18.0,8.0,26.0,0.0,-0.2133,0.7568
M2 利率双因子,主,A 全样本δ,1日,2025-04-10,2025-04-10,中国反制84%至125% 亚洲IG信用risk-off,credit+rate,0.0,-0.1463,0.1463,False,-2.0,6.0,8.0,0.0,0.1463,0.7568
M2 利率双因子,主,A 全样本δ,1日,2025-04-11,2025-04-11,隔夜美股再跌后亚洲风险偏好修复,credit,-0.3616,-0.3052,-0.0564,True,11.0,8.0,19.0,0.0,-0.0564,0.7568
M2 利率双因子,主,A 全样本δ,1日,2025-05-07,2025-05-07,中国央行宽松(降准50bp加7天逆回购降10bp),credit,0.1889,0.1545,0.0344,False,-3.0,-4.0,7.0,0.0,0.0344,0.7568
M2 利率双因子,主,A 全样本δ,1日,2025-05-12,2025-05-12,美中日内瓦停火(美145%降至30% 中125%降至10%),credit+fx,-0.2435,-0.2897,0.0462,False,9.0,8.0,17.0,0.0,0.0462,0.7568
M2 利率双因子,主,A 全样本δ,1日,2025-06-05,2025-06-05,美国5月ADP弱加ISM服务跌破荣枯线 叠加美中谈判预期,rate+credit,-0.0322,-0.1201,0.0879,False,6.0,3.0,9.0,0.0,0.0879,0.7568
M2 利率双因子,主,A 全样本δ,1日,2025-06-16,2025-06-16,中国地产止跌回稳推进 新城控股发行美元债,credit,-0.1554,-0.1478,-0.0076,True,2.0,5.0,7.0,0.0,-0.0076,0.7568
M2 利率双因子,主,A 全样本δ,1日,2025-07-23,2025-07-23,美中缓和交易股债跷跷板 中国长债大跌,credit,-0.1282,-0.1787,0.0505,False,6.0,5.0,11.0,0.0,0.0505,0.7568
M2 利率双因子,主,A 全样本δ,1日,2025-08-01,2025-08-01,日央行加息加套息平仓重演 全球risk-off,rate+credit,0.553,0.5709,-0.0179,True,-19.0,-14.0,33.0,0.0,-0.0179,0.7568
M2 利率双因子,主,A 全样本δ,1日,2025-08-11,2025-08-11,美中关税休战再延90天,credit+fx,0.0689,0.0218,0.0471,False,-1.0,0.0,1.0,0.0,0.0471,0.7568
M2 利率双因子,主,A 全样本δ,1日,2025-09-17,2025-09-17,美联储2025年首次降息25bp(至4.00-4.25%),rate,-0.1303,-0.0676,-0.0627,True,3.0,2.0,5.0,0.0,-0.0627,0.7568
M2 利率双因子,主,A 全样本δ,1日,2025-10-30,2025-10-30,特朗普-习近平会晤达成一年战术休战,credit+fx,-0.4125,-0.0892,-0.3233,True,2.0,3.0,5.0,0.0,-0.3233,0.7568
M2 利率双因子,主,A 全样本δ,1日,2025-12-10,2025-12-10,美联储年内第三次降息(至3.50-3.75%),rate,0.2198,0.2069,0.0129,False,-6.0,-5.0,11.0,0.0,0.0129,0.7568
M2 利率双因子,主,A 全样本δ,1日,2026-01-23,2026-01-23,人民币中间价创2023年来最强(6.9929) USDCNY破7,fx,0.0895,0.0804,0.0091,False,-1.0,-2.0,3.0,0.0,0.0091,0.7568
M2 利率双因子,主,A 全样本δ,1日,2026-02-28,2026-03-02,美以空袭伊朗 海湾战争爆发,rate+credit,-0.4005,-0.3052,-0.0953,True,11.0,8.0,19.0,0.0,-0.0953,0.7568
M2 利率双因子,主,A 全样本δ,1日,2026-03-02,2026-03-02,开战首个交易日 布油大涨13% 全球risk-off,rate+credit,-0.4005,-0.3052,-0.0953,True,11.0,8.0,19.0,0.0,-0.0953,0.7568
M2 利率双因子,主,A 全样本δ,1日,2026-03-18,2026-03-18,FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息,rate,-0.2157,-0.2234,0.0077,False,8.0,6.0,14.0,0.0,0.0077,0.7568
M2 利率双因子,主,A 全样本δ,1日,2026-03-23,2026-03-23,海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,rate+credit,-0.0053,0.2069,-0.2122,True,-6.0,-5.0,11.0,0.0,-0.2122,0.7568
M2 利率双因子,主,A 全样本δ,1日,2026-05-19,2026-05-19,美债长端抛售峰值 10Y约4.68% 30Y约5.2%,rate+credit,-0.1387,-0.2003,0.0616,False,5.0,6.0,11.0,0.0,0.0616,0.7568
M2 利率双因子,主,A 全样本δ,1日,2026-07-15,2026-07-15,人民币中间价破6.80 升值至约6.77,fx,0.1338,0.1406,-0.0068,True,-5.0,-3.0,8.0,0.0,-0.0068,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2021-10-12,2021-10-12,中资房企信用危机(恒大等)美元债抛售传染,credit,-0.1952,0.3061,-0.5013,True,0.0,-9.0,9.0,0.0,-0.5013,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2021-11-04,2021-11-04,英央行意外不加息 美债收益率回落,rate,0.0778,0.3524,-0.2746,True,-6.0,-9.0,15.0,0.0,-0.2746,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2021-11-10,2021-11-10,美国10月CPI同比6.2%创31年新高,rate,-0.3746,-0.5947,0.2201,False,18.0,17.0,35.0,0.0,0.2201,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2021-11-26,2021-11-26,奥密克戎变异株恐慌 全球避险,rate,0.4561,0.812,-0.3559,True,-20.0,-21.0,41.0,0.0,-0.3559,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2021-12-09,2021-12-09,恒大正式违约 美元走强,credit+fx,0.5323,0.3817,0.1506,False,-6.0,-10.0,16.0,0.0,0.1506,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-01-18,2022-01-18,美联储紧缩预期发酵 收益率飙升,credit+rate,-0.174,-0.1582,-0.0158,True,7.0,5.0,12.0,0.0,-0.0158,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-01-27,2022-01-27,美联储1月会议转鹰(鲍威尔),rate+fx,0.1296,0.249,-0.1194,True,-4.0,-6.0,10.0,0.0,-0.1194,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-02-07,2022-02-07,节后风险偏好回落 美债调整,credit,-0.196,-0.0178,-0.1782,True,4.0,1.0,5.0,0.0,-0.1782,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-02-28,2022-02-28,俄乌开战 避险与通胀双线,rate,-0.2392,0.4573,-0.6965,True,-12.0,-11.0,23.0,0.0,-0.6965,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-03-15,2022-03-15,美联储开启加息周期(3/16加息25bp)前风险偏好,credit+rate,0.4537,-0.1875,0.6412,False,7.0,6.0,13.0,0.0,0.6412,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-03-17,2022-03-17,加息落地 利空出尽反弹,credit,0.2773,-0.4543,0.7316,False,15.0,13.0,28.0,0.0,0.7316,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-03-28,2022-03-28,上海疫情封控 增长担忧,credit+fx,1.3165,0.5082,0.8083,False,-11.0,-13.0,24.0,0.0,0.8083,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-04-25,2022-04-25,人民币快速贬值(疫情封控+中美利差倒挂),fx,0.0161,0.3771,-0.361,True,-13.0,-8.0,21.0,0.0,-0.361,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-05-12,2022-05-12,人民币续贬 中美利差倒挂加深,fx,-0.1083,0.1766,-0.2849,True,-6.0,-3.0,9.0,0.0,-0.2849,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-05-03,2022-05-03,5月FOMC前风险偏好弱 债市调整,credit,-0.5075,-0.1335,-0.374,True,0.0,6.0,6.0,0.0,-0.374,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-06-13,2022-06-13,5月CPI超预期后美债暴跌 全球债市承压,rate+credit,-1.0646,-0.5854,-0.4792,True,13.0,18.0,31.0,0.0,-0.4792,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-06-15,2022-06-15,FOMC加息75bp 声明后收益率回落,rate,0.9644,0.9539,0.0105,False,-27.0,-24.0,51.0,0.0,0.0105,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-07-22,2022-07-22,中国地产纾困与政策预期 风险偏好,credit,0.7308,0.4203,0.3105,False,-11.0,-10.0,21.0,0.0,0.3105,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-08-05,2022-08-05,7月非农强劲 加息预期升温,rate,-0.5875,-0.4713,-0.1162,True,21.0,12.0,33.0,0.0,-0.1162,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-09-06,2022-09-06,人民币贬向6.9 美元指数走强,fx,-0.3428,-0.2908,-0.052,True,9.0,9.0,18.0,0.0,-0.052,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-09-22,2022-09-22,FOMC鹰派点阵图 收益率上行,rate,-1.8174,-1.3581,-0.4593,True,41.0,37.0,78.0,0.0,-0.4593,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-09-26,2022-09-26,英国迷你预算危机 全球利率上行,rate,-0.8104,-0.0147,-0.7957,True,-4.0,3.0,7.0,0.0,-0.7957,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-09-28,2022-09-28,英央行紧急购债 全球收益率回落,rate+fx,0.0286,0.5683,-0.5397,True,-15.0,-14.0,29.0,0.0,-0.5397,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-10-14,2022-10-14,全球债市动荡(英养老金危机) 信用承压,credit,-0.4736,-0.0749,-0.3987,True,0.0,4.0,4.0,0.0,-0.3987,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-10-26,2022-10-26,美元自高位大幅回落 人民币急升,fx,0.426,0.3231,0.1029,False,-6.0,-8.0,14.0,0.0,0.1029,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-11-10,2022-11-10,美国10月CPI回落至7.7% 美债暴涨,rate+fx,2.5848,1.2424,1.3424,False,-34.0,-32.0,66.0,0.0,1.3424,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-11-14,2022-11-14,中国发布防控优化二十条+地产金融16条(11-11公布 美股11-11休市),credit+fx,2.0099,0.5745,1.4354,False,-12.0,-15.0,27.0,0.0,1.4354,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-11-29,2022-11-29,证监会恢复房企股权融资(第三支箭),credit,1.5043,0.6655,0.8388,False,-20.0,-16.0,36.0,0.0,0.8388,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-11-30,2022-11-30,人民币续升 风险偏好修复,fx,1.7568,0.9385,0.8183,False,-25.0,-24.0,49.0,0.0,0.8183,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-12-05,2022-12-05,防疫新十条 放开加速 人民币走强,fx,0.3298,0.3447,-0.0149,True,-5.0,-9.0,14.0,0.0,-0.0149,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2022-12-30,2022-12-30,年末人民币偏强 美元弱,fx,0.4476,0.522,-0.0744,True,-9.0,-14.0,23.0,0.0,-0.0744,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-01-06,2023-01-06,美国12月ISM服务业破荣枯线+薪资降温,rate,0.6925,0.4743,0.2182,False,-18.0,-10.0,28.0,0.0,0.2182,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-01-09,2023-01-09,中国重启+美元走弱 人民币续升,fx,0.4036,0.0948,0.3088,False,-3.0,-1.0,4.0,0.0,0.3088,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-01-12,2023-01-12,美国12月CPI回落+中国开放推进,credit,0.3797,0.1179,0.2618,False,-6.0,-1.0,7.0,0.0,0.2618,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-01-17,2023-01-17,人民币单日回调(升幅过大/中间价),fx,0.8938,0.428,0.4658,False,-12.0,-10.0,22.0,0.0,0.4658,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-03-01,2023-03-01,中国2月PMI强劲 人民币升值,fx,-0.2085,-0.1659,-0.0426,True,8.0,5.0,13.0,0.0,-0.0426,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-03-10,2023-03-10,硅谷银行SVB被接管 避险,rate+fx+credit,1.0152,1.2316,-0.2164,True,-44.0,-29.0,73.0,0.0,-0.2164,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-03-13,2023-03-13,SVB传染 瑞信危机发酵,rate+fx,0.9179,0.8846,0.0333,False,-37.0,-19.0,56.0,0.0,0.0333,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-03-14,2023-03-14,美联储新工具BTFP 银行风险缓解 投资级债涨,credit,-0.2945,-0.0178,-0.2767,True,4.0,1.0,5.0,0.0,-0.2767,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-03-17,2023-03-17,瑞信危机蔓延 美债收益率续降,rate,-0.0278,-0.0533,0.0255,False,1.0,3.0,4.0,0.0,0.0255,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-03-23,2023-03-23,美联储加息25bp接近尾声 美元走弱,fx,-0.3655,-0.1427,-0.2228,True,5.0,5.0,10.0,0.0,-0.2228,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-06-20,2023-06-20,中国1年期LPR下调10bp 经济偏弱,credit+fx,0.25,-0.0764,0.3264,False,4.0,3.0,7.0,0.0,0.3264,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-06-26,2023-06-26,人民币续贬(中美利差/经济预期),fx,0.1609,0.1457,0.0152,False,-2.0,-3.0,5.0,0.0,0.0152,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-09-11,2023-09-11,央行维稳+美元回落 人民币急升,fx,0.0169,0.0717,-0.0548,True,0.0,-1.0,1.0,0.0,-0.0548,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-10-04,2023-10-04,美债长端急升(10Y创多年新高) 全球利差走阔,rate+credit,0.0239,0.1688,-0.1449,True,-5.0,-3.0,8.0,0.0,-0.1449,0.7568
