date,ret_tr_pct,ret_rmb_pct,hs250_var_95,rmb_hs250_var_95,hs250_var_99,rmb_hs250_var_99,hs500_var_95,rmb_hs500_var_95,hs500_var_99,rmb_hs500_var_99,hs750_var_95,rmb_hs750_var_95,hs750_var_99,rmb_hs750_var_99,fhs_sig_e,fhs_sig_g,rmb_fhs_sig_e,rmb_fhs_sig_g,fhs_e_var_95,fhs_g_var_95,rmb_fhs_e_var_95,rmb_fhs_g_var_95,fhs_e_var_99,fhs_g_var_99,rmb_fhs_e_var_99,rmb_fhs_g_var_99
2023-12-04,-0.0614,-0.0082,0.44069,0.58587,0.605401,1.111593,0.536825,0.709725,0.719708,1.084394,,,,,0.319936,0.328077,0.323619,0.358084,0.472797,0.477216,0.493036,0.481334,0.672858,0.635168,0.935854,0.860613
2023-12-05,0.4176,0.4456,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.310554,0.322576,0.313766,0.354226,0.458933,0.469215,0.464594,0.459704,0.653127,0.624518,0.907361,0.851341
2023-12-06,0.3162,0.5064,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.317994,0.327076,0.323197,0.357436,0.469928,0.47576,0.478558,0.46387,0.668774,0.63323,0.934634,0.859055
2023-12-07,0.0,-0.0908,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.317887,0.327211,0.337009,0.362338,0.469769,0.475957,0.49901,0.470232,0.668549,0.633492,0.974576,0.870837
2023-12-08,-0.2829,-0.1013,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.308203,0.321622,0.327498,0.358836,0.455459,0.467827,0.484927,0.465687,0.648183,0.622671,0.947072,0.86242
2023-12-11,-0.0167,0.1507,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.306744,0.320377,0.31849,0.355376,0.453302,0.466016,0.471589,0.461197,0.645114,0.620261,0.921022,0.854104
2023-12-12,0.1055,0.0916,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.297427,0.315018,0.310986,0.352327,0.439534,0.458221,0.460478,0.45724,0.62552,0.609886,0.899322,0.846777
2023-12-13,0.8344,0.7926,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.289522,0.310507,0.302346,0.348738,0.427852,0.451659,0.447684,0.452582,0.608894,0.601152,0.874336,0.838151
2023-12-14,0.7893,-0.1028,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.347228,0.343098,0.351598,0.366783,0.513129,0.499066,0.520612,0.476001,0.730256,0.664249,1.016765,0.88152
2023-12-15,-0.0382,0.0897,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.388217,0.370871,0.341815,0.363458,0.573702,0.539464,0.506126,0.471686,0.81646,0.718019,0.988474,0.873529
2023-12-18,-0.0546,0.111,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.376507,0.363205,0.33213,0.360016,0.556397,0.528313,0.491786,0.467219,0.791833,0.703177,0.960467,0.865256
2023-12-19,0.1038,0.0898,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.365282,0.356252,0.323158,0.356683,0.539809,0.518199,0.478501,0.462893,0.768226,0.689716,0.934521,0.857246
2023-12-20,0.2998,0.3951,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.355065,0.350318,0.314084,0.353188,0.524711,0.509568,0.465065,0.458357,0.746738,0.678228,0.908281,0.848846
2023-12-21,-0.0926,-0.0562,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.351994,0.348918,0.319525,0.354746,0.520172,0.507531,0.473121,0.460379,0.74028,0.675517,0.924015,0.85259
2023-12-22,-0.0708,-0.1633,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.342024,0.343215,0.310097,0.351117,0.505439,0.499236,0.459161,0.45567,0.719312,0.664476,0.896751,0.843868
2023-12-26,0.0,0.1639,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.332058,0.337652,0.303299,0.348327,0.490711,0.491144,0.449095,0.452049,0.698352,0.653706,0.877092,0.837163
2023-12-27,0.4569,0.4191,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.321942,0.332131,0.296787,0.345444,0.475762,0.483113,0.439453,0.448307,0.677077,0.643017,0.858261,0.830234
2023-12-28,-0.1412,-0.6185,0.44069,0.574835,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.331592,0.337462,0.30551,0.348013,0.490022,0.490868,0.452369,0.451641,0.697372,0.653338,0.883486,0.836408
2023-12-29,-0.038,-0.1309,0.44069,0.58587,0.605401,0.997709,0.536825,0.709725,0.719708,1.084394,,,,,0.323346,0.332897,0.332699,0.357958,0.477837,0.484227,0.50687,0.481164,0.68003,0.6445,0.962112,0.86031
2024-01-02,-0.1905,0.4091,0.44069,0.574835,0.605401,0.881589,0.536825,0.709725,0.719708,1.084394,,,,,0.313633,0.327615,0.324154,0.354874,0.463483,0.476544,0.479975,0.460545,0.659602,0.634274,0.919565,0.852898
2024-01-03,-0.0551,0.0443,0.44069,0.574835,0.605401,0.881589,0.536825,0.709725,0.719708,1.084394,,,,,0.307638,0.32418,0.329868,0.356732,0.454624,0.471548,0.488436,0.462957,0.646994,0.627624,0.935775,0.857363
2024-01-04,-0.4459,-0.3173,0.44069,0.574835,0.605401,0.881589,0.536825,0.705605,0.719708,1.084394,,,,,0.298572,0.319188,0.320003,0.353102,0.441226,0.464287,0.473829,0.458246,0.627928,0.617959,0.90779,0.848639
2024-01-05,-0.3592,-0.5536,0.44645,0.574835,0.605401,0.881589,0.536825,0.705605,0.719708,1.084394,,,,,0.309396,0.324146,0.319841,0.352939,0.461561,0.471498,0.473589,0.458034,0.650692,0.627558,0.90733,0.848247
2024-01-08,0.1494,0.2753,0.44645,0.574835,0.605401,0.881589,0.536825,0.705605,0.719708,1.084394,,,,,0.312608,0.32533,0.338451,0.359657,0.466353,0.473221,0.515633,0.483448,0.657447,0.62985,0.960123,0.864393
2024-01-09,-0.0276,0.1609,0.44645,0.565355,0.605401,0.881589,0.536825,0.705605,0.719708,1.084394,,,,,0.305286,0.32148,0.334998,0.358439,0.45543,0.46762,0.510372,0.481811,0.642048,0.622396,0.950328,0.861466
2024-01-10,-0.0055,0.0447,0.44645,0.565355,0.605401,0.881589,0.536825,0.705605,0.719708,1.084394,,,,,0.296063,0.316459,0.327175,0.355614,0.441671,0.460317,0.498454,0.478013,0.622651,0.612675,0.928135,0.854676
2024-01-11,0.4084,0.3512,0.44645,0.565355,0.605401,0.881589,0.536825,0.705605,0.719708,1.084394,,,,,0.287047,0.311459,0.317397,0.352004,0.428221,0.453044,0.483557,0.473161,0.603689,0.602995,0.900397,0.846
2024-01-12,0.2146,0.2076,0.44645,0.565355,0.605401,0.881589,0.536825,0.705605,0.719708,1.084394,,,,,0.295736,0.315837,0.319526,0.352494,0.441183,0.459412,0.486801,0.47382,0.621963,0.611471,0.906436,0.847178
2024-01-16,-0.3303,-0.0391,0.44645,0.5558,0.605401,0.881589,0.536825,0.705605,0.719708,1.084394,,,,,0.291505,0.313469,0.313937,0.350243,0.434871,0.455968,0.464847,0.470794,0.613065,0.606887,0.890581,0.841768
2024-01-17,-0.2871,-0.1675,0.44645,0.5558,0.605401,0.881589,0.536825,0.705605,0.719708,1.084394,,,,,0.293977,0.31411,0.304524,0.346605,0.438559,0.4569,0.450909,0.465904,0.618264,0.608128,0.863878,0.833024
2024-01-18,-0.0774,-0.076,0.44645,0.5558,0.605401,0.881589,0.533855,0.68545,0.719708,1.084394,,,,,0.293569,0.31333,0.298084,0.343935,0.43795,0.455766,0.441374,0.462315,0.617406,0.606618,0.845609,0.826607
2024-01-19,-0.0332,-0.0749,0.44645,0.5558,0.605401,0.881589,0.53237,0.68545,0.719708,1.084394,,,,,0.285257,0.308639,0.289602,0.340402,0.42555,0.448942,0.428814,0.457566,0.599925,0.597536,0.821547,0.818116
2024-01-22,0.1272,0.1119,0.44645,0.5558,0.605401,0.881589,0.53237,0.68545,0.719708,1.084394,,,,,0.276686,0.303706,0.281379,0.336829,0.412764,0.441767,0.416638,0.452763,0.581899,0.587985,0.79822,0.809529
2024-01-23,-0.0664,-0.3449,0.44645,0.5558,0.605401,0.881589,0.53237,0.68545,0.719708,1.084394,,,,,0.27006,0.299787,0.27418,0.333444,0.402879,0.436066,0.405979,0.448213,0.567964,0.580398,0.777798,0.801393
2024-01-24,-0.1218,-0.3172,0.44645,0.5558,0.605401,0.881589,0.53237,0.68545,0.719708,1.084394,,,,,0.262338,0.294904,0.27893,0.334541,0.391359,0.428963,0.413012,0.449687,0.551724,0.570944,0.791273,0.80403
2024-01-25,0.2103,0.3639,0.44645,0.5558,0.605401,0.881589,0.53237,0.68545,0.719708,1.084394,,,,,0.25609,0.290499,0.281373,0.334821,0.382039,0.422556,0.41663,0.450064,0.538584,0.562416,0.798203,0.804703
2024-01-26,-0.0276,0.0742,0.44645,0.5558,0.605401,0.881589,0.53237,0.68545,0.719708,1.084394,,,,,0.253576,0.288545,0.286994,0.33629,0.378288,0.419714,0.424953,0.452038,0.533296,0.558633,0.814149,0.808233
2024-01-29,0.3367,0.3855,0.44645,0.5558,0.605401,0.881589,0.53237,0.68545,0.719708,1.084394,,,,,0.245944,0.283145,0.278844,0.332682,0.366903,0.411859,0.412885,0.447188,0.517245,0.548178,0.791029,0.799562
2024-01-30,0.1322,0.0723,0.44645,0.54892,0.605401,0.881589,0.53237,0.68545,0.719708,1.084394,,,,,0.252311,0.286558,0.286366,0.334845,0.376401,0.416823,0.407818,0.42641,0.530636,0.554786,0.812368,0.804761
2024-01-31,0.4338,0.3195,0.44645,0.54892,0.605401,0.881589,0.53237,0.68545,0.719708,1.084394,,,,,0.246759,0.282643,0.278206,0.331213,0.368118,0.411129,0.396197,0.421784,0.51896,0.547206,0.789219,0.796032
2024-02-01,0.3173,0.4929,0.44645,0.54892,0.605401,0.881589,0.53237,0.68545,0.719708,1.084394,,,,,0.261778,0.291182,0.280855,0.331514,0.390524,0.423549,0.39997,0.422168,0.550546,0.563738,0.796734,0.796755
2024-02-02,-0.5422,-0.3738,0.44645,0.54892,0.605401,0.881589,0.53237,0.68545,0.719708,1.084394,,,,,0.265437,0.292902,0.297866,0.337362,0.395983,0.426051,0.424195,0.429615,0.558241,0.567068,0.844991,0.81081
2024-02-05,-0.5562,-0.47,0.45834,0.54892,0.605401,0.881589,0.533855,0.68545,0.719708,1.084394,,,,,0.2896,0.305253,0.302959,0.339185,0.432601,0.452913,0.431448,0.431936,0.620689,0.592574,0.859439,0.815191
2024-02-06,0.3033,0.2004,0.45834,0.54892,0.605401,0.881589,0.536825,0.68545,0.719708,1.084394,,,,,0.312086,0.316689,0.315485,0.343907,0.466191,0.478801,0.467139,0.462277,0.668882,0.614774,0.894973,0.82654
2024-02-07,-0.0275,0.0212,0.45834,0.54892,0.605401,0.881589,0.533855,0.67813,0.719708,1.084394,,,,,0.311566,0.316784,0.309788,0.341646,0.465414,0.478945,0.458704,0.459238,0.667767,0.614959,0.878811,0.821106
2024-02-08,-0.1212,-0.0906,0.45834,0.54892,0.605401,0.881589,0.533855,0.67813,0.719708,1.084394,,,,,0.302149,0.311882,0.300396,0.337953,0.451347,0.471533,0.444797,0.454274,0.647584,0.605443,0.852168,0.81223
2024-02-09,-0.0552,-0.1052,0.45834,0.54892,0.605401,0.881589,0.533855,0.67813,0.719708,1.084394,,,,,0.294445,0.307742,0.292089,0.334575,0.439839,0.465274,0.432497,0.449733,0.631073,0.597406,0.828603,0.804112
2024-02-12,0.0,-0.0014,0.45834,0.54892,0.605401,0.881589,0.533855,0.67813,0.719708,1.084394,,,,,0.285795,0.303095,0.284361,0.331286,0.426917,0.458248,0.421054,0.445312,0.612533,0.588385,0.80668,0.796207
2024-02-13,0.0,0.0,0.45834,0.54892,0.605401,0.881589,0.53237,0.67134,0.719708,1.084394,,,,,0.277089,0.298357,0.275698,0.327496,0.413912,0.451085,0.408227,0.440218,0.593874,0.579187,0.782104,0.787098
2024-02-14,-0.3592,-0.3592,0.45834,0.54892,0.605401,0.881589,0.53237,0.67134,0.719708,1.084394,,,,,0.268647,0.293612,0.267299,0.323657,0.401302,0.443911,0.39579,0.435057,0.575781,0.569976,0.758278,0.777872
2024-02-15,0.2102,0.2102,0.45834,0.54892,0.605401,0.881589,0.531825,0.67134,0.719708,1.084394,,,,,0.274923,0.296212,0.273685,0.325546,0.410677,0.447842,0.405246,0.437596,0.589232,0.575023,0.776394,0.782412
2024-02-16,-0.177,-0.177,0.45834,0.54892,0.605401,0.881589,0.531825,0.67134,0.719708,1.084394,,,,,0.271475,0.294328,0.270297,0.3236,0.405526,0.444994,0.400229,0.434981,0.581842,0.571366,0.766783,0.777735
2024-02-20,0.1714,0.1394,0.45834,0.54892,0.605401,0.881589,0.531825,0.67134,0.719708,1.084394,,,,,0.266752,0.29128,0.265624,0.321164,0.398471,0.440385,0.39331,0.431706,0.571719,0.565449,0.753526,0.77188
2024-02-21,-0.1714,-0.1909,0.44645,0.52637,0.559158,0.881589,0.531825,0.67134,0.719708,1.084394,,,,,0.262011,0.288548,0.259786,0.318136,0.390872,0.427782,0.369965,0.405132,0.52468,0.532634,0.736965,0.764602
2024-02-22,0.0387,0.1124,0.44645,0.52637,0.559158,0.881589,0.531825,0.67134,0.719708,1.084394,,,,,0.257475,0.28543,0.256176,0.315949,0.384105,0.423159,0.364824,0.402346,0.515596,0.526878,0.726724,0.759346
2024-02-23,0.2211,0.2572,0.44645,0.52637,0.559158,0.881589,0.531825,0.67134,0.719708,1.084394,,,,,0.249811,0.280731,0.249893,0.312577,0.372671,0.416193,0.355876,0.398052,0.500249,0.518204,0.7089,0.751242
2024-02-26,-0.0276,-0.0248,0.44645,0.52637,0.559158,0.881589,0.531825,0.67134,0.719708,1.084394,,,,,0.248182,0.279532,0.250338,0.311817,0.370241,0.414415,0.35651,0.397085,0.496987,0.515991,0.710163,0.749416
2024-02-27,-0.116,-0.1091,0.44645,0.52637,0.559158,0.881589,0.531825,0.67134,0.719708,1.084394,,,,,0.240717,0.274603,0.242787,0.307837,0.359105,0.407108,0.345757,0.392016,0.482038,0.506892,0.688742,0.73985
2024-02-28,0.1768,0.1754,0.44645,0.52637,0.559158,0.881589,0.531825,0.67134,0.719708,1.084394,,,,,0.235107,0.270394,0.236903,0.304396,0.350736,0.400868,0.337377,0.387634,0.470804,0.499123,0.67205,0.73158
2024-02-29,0.1379,0.1393,0.44645,0.48969,0.559158,0.846848,0.531825,0.67134,0.719708,1.084394,,,,,0.232022,0.268037,0.23367,0.301901,0.346134,0.397373,0.316185,0.368642,0.464626,0.494772,0.539377,0.658
2024-03-01,0.3191,0.2955,0.44645,0.48969,0.559158,0.846848,0.531825,0.67134,0.719708,1.084394,,,,,0.227476,0.264634,0.229107,0.298762,0.339352,0.392328,0.310011,0.364809,0.455523,0.488491,0.528844,0.651159
2024-03-04,-0.1209,-0.0834,0.44645,0.48969,0.559158,0.846848,0.52895,0.64687,0.712956,1.084394,,,,,0.233987,0.268419,0.233623,0.299479,0.349065,0.39794,0.316122,0.365685,0.468561,0.495477,0.539269,0.652721
2024-03-05,0.2307,0.2001,0.44645,0.48969,0.559158,0.846848,0.52895,0.64687,0.712956,1.084394,,,,,0.228784,0.264404,0.227425,0.29572,0.341303,0.391987,0.307735,0.361095,0.458142,0.488066,0.524962,0.644529
2024-03-06,0.0932,0.1099,0.44645,0.48969,0.559158,0.846848,0.52895,0.64687,0.712956,1.084394,,,,,0.228899,0.264072,0.225879,0.293782,0.341475,0.391495,0.305643,0.358728,0.458373,0.487453,0.521393,0.640305
2024-03-07,0.1205,0.0482,0.44645,0.48969,0.559158,0.846848,0.519775,0.64687,0.712956,1.084394,,,,,0.223097,0.259846,0.220646,0.290171,0.332819,0.38523,0.298562,0.354319,0.446754,0.479652,0.509314,0.632434
2024-03-08,0.0766,-0.0208,0.44645,0.48969,0.559158,0.846848,0.506665,0.64687,0.712956,1.084394,,,,,0.218305,0.256147,0.21425,0.285924,0.32567,0.379746,0.289908,0.349133,0.437158,0.472824,0.49455,0.623178
2024-03-11,-0.0328,-0.0815,0.44645,0.48969,0.559158,0.846848,0.50543,0.64687,0.712956,1.084394,,,,,0.212485,0.251578,0.207785,0.281492,0.316988,0.372972,0.28116,0.343721,0.425503,0.46439,0.479627,0.613518
2024-03-12,-0.1863,-0.2086,0.44645,0.48969,0.559158,0.846848,0.50543,0.64687,0.712956,1.084394,,,,,0.206168,0.246284,0.202442,0.277453,0.307564,0.365124,0.27393,0.338789,0.412854,0.454618,0.467294,0.604715
2024-03-13,-0.1152,-0.0164,0.44014,0.48969,0.54934,0.846848,0.50543,0.64687,0.712956,1.084394,,,,,0.20503,0.244272,0.202817,0.276231,0.303399,0.35116,0.274437,0.337297,0.410575,0.450904,0.468159,0.602052
2024-03-14,-0.352,-0.2727,0.44014,0.48969,0.54934,0.846848,0.503785,0.64687,0.698248,1.084394,,,,,0.200777,0.240107,0.196679,0.271592,0.297105,0.345172,0.266132,0.331633,0.402058,0.443216,0.453991,0.591941
2024-03-15,-0.0937,-0.0645,0.430085,0.467615,0.54934,0.846848,0.503785,0.64687,0.698248,1.084394,,,,,0.212901,0.247596,0.202049,0.272917,0.318029,0.361542,0.277422,0.333251,0.426336,0.45704,0.466387,0.594829
2024-03-18,-0.0386,0.0003,0.430085,0.467615,0.54934,0.846848,0.503785,0.64687,0.698248,1.084394,,,,,0.207688,0.243224,0.19653,0.268623,0.310242,0.355158,0.269844,0.328007,0.415897,0.44897,0.453647,0.58547
2024-03-19,0.1488,0.1627,0.42986,0.460605,0.54934,0.846848,0.503785,0.64687,0.698248,1.084394,,,,,0.201583,0.238141,0.190543,0.263851,0.301122,0.347736,0.261624,0.32218,0.403672,0.439587,0.439828,0.575069
2024-03-20,0.1706,0.172,0.42986,0.460605,0.54934,0.846848,0.503785,0.64687,0.698248,1.084394,,,,,0.198811,0.235746,0.188988,0.261272,0.296982,0.344239,0.259489,0.319031,0.398121,0.435166,0.436238,0.569448
2024-03-21,0.1209,0.1223,0.42986,0.460605,0.54934,0.846848,0.499805,0.62793,0.698248,1.084394,,,,,0.197232,0.234254,0.188012,0.258983,0.294623,0.34206,0.258148,0.316236,0.394959,0.432412,0.433985,0.564459
2024-03-22,0.2249,0.6352,0.42986,0.453665,0.54934,0.846848,0.499805,0.62793,0.698248,1.084394,,,,,0.193503,0.231051,0.184729,0.255383,0.289053,0.337383,0.253641,0.31184,0.387492,0.426499,0.426407,0.556613
2024-03-25,-0.0603,-0.3193,0.42986,0.453665,0.54934,0.846848,0.499805,0.62793,0.698248,1.084394,,,,,0.195529,0.232324,0.237247,0.283428,0.292079,0.339242,0.32575,0.346085,0.391549,0.428849,0.547634,0.617738
2024-03-26,0.0713,0.1739,0.41906,0.453665,0.537104,0.846848,0.499805,0.62793,0.698248,1.084394,,,,,0.190147,0.22762,0.242953,0.286045,0.284039,0.327221,0.333585,0.349281,0.380771,0.420166,0.560805,0.623442
2024-03-27,0.1533,0.2835,0.41906,0.453665,0.537104,0.846848,0.498745,0.62014,0.698248,1.084394,,,,,0.18518,0.223302,0.239372,0.283811,0.27662,0.321014,0.328668,0.346553,0.370825,0.412195,0.552539,0.618573
2024-03-28,-0.0438,-0.0549,0.41906,0.453665,0.537104,0.846848,0.498745,0.62014,0.698248,1.084394,,,,,0.183424,0.221522,0.242247,0.284612,0.273997,0.318455,0.332615,0.347531,0.367308,0.40891,0.559175,0.620318
2024-04-01,0.0,0.0636,0.41906,0.453665,0.537104,0.846848,0.498745,0.62014,0.698248,1.084394,,,,,0.178159,0.216625,0.235252,0.280857,0.266132,0.311415,0.323011,0.342946,0.356765,0.39987,0.543029,0.612134
2024-04-02,-0.4443,-0.4277,0.41906,0.453665,0.537104,0.846848,0.498745,0.62014,0.698248,1.084394,,,,,0.172732,0.21149,0.228616,0.277044,0.258025,0.304033,0.313899,0.33829,0.345898,0.390392,0.527711,0.603824
2024-04-03,0.0467,0.0605,0.42986,0.453665,0.537104,0.846848,0.498745,0.62014,0.698248,1.084394,,,,,0.199725,0.232026,0.245163,0.285241,0.304919,0.338807,0.352445,0.363241,0.428063,0.450422,0.565906,0.621689
2024-04-04,0.0,0.0124,0.42986,0.453665,0.537104,0.846848,0.498745,0.62014,0.698248,1.084394,,,,,0.193978,0.227698,0.238156,0.281485,0.296145,0.332487,0.342372,0.358458,0.415746,0.44202,0.549732,0.613503
2024-04-05,-0.1829,-0.1829,0.42986,0.453665,0.537104,0.846848,0.498745,0.62014,0.698248,1.084394,,,,,0.188069,0.223041,0.230921,0.277511,0.287124,0.325687,0.331971,0.353397,0.403081,0.432979,0.533032,0.604842
2024-04-08,-0.0999,-0.1469,0.42986,0.453665,0.537104,0.846848,0.498745,0.62014,0.698248,1.084394,,,,,0.187763,0.222057,0.228325,0.275842,0.286657,0.32425,0.328239,0.351272,0.402425,0.431069,0.527039,0.601204
2024-04-09,0.2274,0.2426,0.42986,0.453665,0.537104,0.846848,0.491575,0.62014,0.698248,1.084394,,,,,0.18368,0.218407,0.224274,0.273358,0.280424,0.31892,0.322415,0.348109,0.393674,0.423984,0.517688,0.59579
2024-04-10,-0.656,-0.6214,0.42986,0.453665,0.537104,0.846848,0.491575,0.62014,0.698248,1.084394,,,,,0.186593,0.220745,0.225416,0.273242,0.284871,0.322334,0.324057,0.347961,0.399918,0.428522,0.520324,0.595537
2024-04-11,-0.134,-0.0898,0.43926,0.460605,0.54934,0.846848,0.498745,0.62261,0.698248,1.084394,,,,,0.241967,0.259234,0.26633,0.294028,0.377683,0.385827,0.394355,0.39571,0.582989,0.535333,0.706569,0.68322
2024-04-12,0.2064,0.2078,0.43926,0.460605,0.54934,0.846848,0.498745,0.62261,0.698248,1.084394,,,,,0.236881,0.255691,0.259152,0.290623,0.369744,0.380553,0.383727,0.391128,0.570735,0.528016,0.687526,0.675308
2024-04-15,-0.2511,-0.24,0.43926,0.460605,0.54934,0.846848,0.498745,0.62261,0.698248,1.084394,,,,,0.235163,0.254986,0.256361,0.289187,0.367062,0.379504,0.379594,0.389195,0.566596,0.52656,0.680121,0.671971
2024-04-16,-0.3302,-0.3288,0.43926,0.460605,0.54934,0.846848,0.498745,0.62261,0.698248,1.084394,,,,,0.23615,0.255283,0.255409,0.288708,0.368603,0.379946,0.378185,0.38855,0.568974,0.527174,0.677596,0.670858
2024-04-17,0.3023,0.3106,0.43926,0.460605,0.54934,0.846848,0.491575,0.62261,0.698248,1.084394,,,,,0.242822,0.259275,0.260397,0.291096,0.379017,0.385888,0.38557,0.391764,0.585049,0.535417,0.690829,0.676407
2024-04-18,-0.1062,-0.1159,0.43926,0.460605,0.54934,0.846848,0.491575,0.62261,0.698248,1.084394,,,,,0.246795,0.262672,0.263678,0.292661,0.385219,0.390944,0.390429,0.39387,0.594621,0.542432,0.699533,0.680043
2024-04-19,0.0224,0.0514,0.43926,0.460605,0.54934,0.846848,0.491575,0.62261,0.698248,1.084394,,,,,0.240687,0.258484,0.257217,0.289557,0.375685,0.38471,0.380862,0.389693,0.579905,0.533784,0.682392,0.672831
2024-04-22,-0.0168,-0.0168,0.43926,0.460605,0.54934,0.846848,0.491575,0.62261,0.698248,1.084394,,,,,0.233419,0.253797,0.249699,0.285836,0.36434,0.377735,0.36973,0.384685,0.562394,0.524105,0.662447,0.664184
2024-04-23,0.1565,0.2145,0.43926,0.460605,0.54934,0.846848,0.491575,0.62261,0.698248,1.084394,,,,,0.226346,0.249183,0.242127,0.28198,0.3533,0.370867,0.358518,0.379496,0.545352,0.514577,0.642359,0.655224
2024-04-24,-0.1453,-0.1246,0.43926,0.460605,0.54934,0.846848,0.491575,0.62261,0.698248,1.084394,,,,,0.222773,0.24713,0.240559,0.2809,0.347723,0.367812,0.356196,0.378042,0.536743,0.510337,0.638199,0.652715
2024-04-25,-0.2577,-0.2577,0.43926,0.460605,0.54934,0.846848,0.491575,0.62261,0.698248,1.084394,,,,,0.2189,0.244289,0.235219,0.278018,0.341678,0.363583,0.348289,0.374163,0.527412,0.504471,0.624032,0.646018
2024-04-26,0.0393,0.0448,0.43926,0.460605,0.54934,0.846848,0.491575,0.62261,0.698248,1.084394,,,,,0.221419,0.245355,0.236628,0.278366,0.34561,0.36517,0.350376,0.374632,0.533481,0.506672,0.62777,0.646827
2024-04-29,0.2799,0.0782,0.43926,0.460605,0.54934,0.846848,0.491575,0.62261,0.698248,1.084394,,,,,0.21489,0.24115,0.229682,0.274618,0.335419,0.358912,0.340091,0.369588,0.51775,0.497988,0.609343,0.638118
2024-04-30,-0.1679,-0.0532,0.43926,0.460605,0.54934,0.846848,0.491575,0.62261,0.698248,1.084394,,,,,0.219334,0.244524,0.223507,0.271118,0.342355,0.363933,0.330947,0.364877,0.528458,0.504956,0.59296,0.629985
2024-05-01,0.0,0.0055,0.43926,0.460605,0.54934,0.846848,0.491575,0.62261,0.698248,1.084394,,,,,0.216593,0.242343,0.21709,0.267392,0.338077,0.360687,0.321446,0.359863,0.521854,0.500452,0.575936,0.621327
2024-05-02,0.4637,0.4637,0.43926,0.460605,0.54934,0.846848,0.491575,0.62261,0.698248,1.084394,,,,,0.209995,0.237954,0.210481,0.263441,0.327778,0.354155,0.31166,0.354545,0.505956,0.491388,0.558403,0.612146
2024-05-03,0.3283,0.3283,0.43926,0.460605,0.54934,0.846848,0.480365,0.62261,0.698248,1.084394,,,,,0.233137,0.253825,0.233549,0.274501,0.3639,0.377776,0.345816,0.36943,0.561714,0.524163,0.619602,0.637846
2024-05-06,0.2497,-0.2127,0.43926,0.460605,0.54934,0.846848,0.480365,0.62261,0.698248,1.084394,,,,,0.239914,0.258682,0.24029,0.277436,0.374478,0.385005,0.355798,0.37338,0.578043,0.534193,0.637485,0.644666
2024-05-07,0.1495,0.3076,0.43926,0.460605,0.54934,0.846848,0.480365,0.62261,0.698248,1.084394,,,,,0.240512,0.259372,0.238724,0.276533,0.375412,0.386032,0.353479,0.372165,0.579483,0.535618,0.633331,0.642568
2024-05-08,-0.1107,-0.1107,0.43926,0.460605,0.54934,0.846848,0.480365,0.62261,0.698248,1.084394,,,,,0.236043,0.256627,0.243407,0.278516,0.368436,0.381947,0.360413,0.374834,0.568716,0.529949,0.645755,0.647175
2024-05-09,0.1107,0.1287,0.43926,0.460605,0.54934,0.846848,0.480365,0.62261,0.698248,1.084394,,,,,0.230453,0.252899,0.237545,0.275475,0.359711,0.376398,0.351733,0.370741,0.555247,0.522251,0.630203,0.640109
2024-05-10,-0.1052,-0.0194,0.43926,0.460605,0.54934,0.846848,0.480365,0.62261,0.698248,1.084394,,,,,0.225072,0.249536,0.232456,0.272638,0.351311,0.371393,0.344198,0.366923,0.542283,0.515306,0.616702,0.633517
2024-05-13,0.0222,0.1121,0.43926,0.460605,0.54934,0.846848,0.480365,0.62261,0.698248,1.084394,,,,,0.219732,0.245943,0.225424,0.268815,0.342976,0.366045,0.333786,0.361778,0.529417,0.507886,0.598046,0.624634
2024-05-14,0.1715,0.1853,0.43926,0.460605,0.54934,0.846848,0.480365,0.62261,0.698248,1.084394,,,,,0.213107,0.241658,0.220275,0.26575,0.332635,0.359668,0.326162,0.357653,0.513454,0.499037,0.584386,0.617512
