model,caliber,conf,date,ret,var,exceed_ratio,is_doubtful,doubtful_series,near_ghost,near_event,co_3141_pct
FHS-G,次,95,2025-04-07,-0.768,0.394479,1.946871696592214,False,,True,"2025-04-02 美国""解放日""对等关税(中国累计约54%) 历史级risk-off；2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复",-0.8287
HS250,次,95,2025-04-07,-0.768,0.35246,2.178970663337684,False,,True,"2025-04-02 美国""解放日""对等关税(中国累计约54%) 历史级risk-off；2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复",-0.8287
HS500,次,95,2025-04-07,-0.768,0.43151,1.779796528469792,False,,True,"2025-04-02 美国""解放日""对等关税(中国累计约54%) 历史级risk-off；2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复",-0.8287
HS750,次,95,2025-04-07,-0.768,0.56211,1.36628062123072,False,,True,"2025-04-02 美国""解放日""对等关税(中国累计约54%) 历史级risk-off；2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复",-0.8287
M1,次,95,2025-04-07,-0.768,0.434422,1.767866268282914,False,,True,"2025-04-02 美国""解放日""对等关税(中国累计约54%) 历史级risk-off；2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复",-0.8287
M1d,次,95,2025-04-07,-0.768,0.434423,1.767862198824648,False,,True,"2025-04-02 美国""解放日""对等关税(中国累计约54%) 历史级risk-off；2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复",-0.8287
M1e,次,95,2025-04-07,-0.768,0.487798,1.574422199353011,False,,True,"2025-04-02 美国""解放日""对等关税(中国累计约54%) 历史级risk-off；2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复",-0.8287
M1g,次,95,2025-04-07,-0.768,0.501823,1.5304200883578472,False,,True,"2025-04-02 美国""解放日""对等关税(中国累计约54%) 历史级risk-off；2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复",-0.8287
HS250,次,95,2025-04-09,-0.4214,0.36659,1.1495130800076379,False,,True,2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复,0.4196
FHS-G,次,95,2025-04-10,-0.4896,0.446997,1.0953093644923793,False,,True,2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复,-1.76
HS250,次,95,2025-04-10,-0.4896,0.385125,1.2712755598831549,False,,True,2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复,-1.76
HS500,次,95,2025-04-10,-0.4896,0.44712,1.0950080515297906,False,,True,2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复,-1.76
M1,次,95,2025-04-10,-0.4896,0.443661,1.1035452744325058,False,,True,2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复,-1.76
M1d,次,95,2025-04-10,-0.4896,0.443661,1.1035452744325058,False,,True,2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复,-1.76
FHS-E,次,95,2025-04-11,-0.6697,0.531563,1.2598694792526943,False,,True,2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复,0.6372
FHS-G,次,95,2025-04-11,-0.6697,0.456349,1.4675171853121185,False,,True,2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复,0.6372
HS250,次,95,2025-04-11,-0.6697,0.385125,1.7389159363842908,False,,True,2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复,0.6372
HS500,次,95,2025-04-11,-0.6697,0.451515,1.4832286856472099,False,,True,2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复,0.6372
HS750,次,95,2025-04-11,-0.6697,0.56211,1.19140381775809,False,,True,2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复,0.6372
M1,次,95,2025-04-11,-0.6697,0.441782,1.515906035103286,False,,True,2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复,0.6372
M1d,次,95,2025-04-11,-0.6697,0.441782,1.515906035103286,False,,True,2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复,0.6372
M1e,次,95,2025-04-11,-0.6697,0.58122,1.1522315130243281,False,,True,2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复,0.6372
M1g,次,95,2025-04-11,-0.6697,0.556811,1.202742043530031,False,,True,2025-04-08 美中关税加码至104% 人民币中间价破7.20 美债市场承压；2025-04-09 90天关税暂缓(不含中国) 美股+9.5%；2025-04-10 中国反制84%至125% 亚洲IG信用risk-off；2025-04-11 隔夜美股再跌后亚洲风险偏好修复,0.6372
FHS-E,次,95,2025-05-02,-0.6138,0.528269,1.1619080430613948,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp),0.4164
FHS-G,次,95,2025-05-02,-0.6138,0.464472,1.3215005425515425,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp),0.4164
HS250,次,95,2025-05-02,-0.6138,0.40862,1.502129117517498,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp),0.4164
HS500,次,95,2025-05-02,-0.6138,0.45561,1.3472048462500823,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp),0.4164
HS750,次,95,2025-05-02,-0.6138,0.569045,1.0786493159591948,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp),0.4164
M1,次,95,2025-05-02,-0.6138,0.454775,1.3496784124017371,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp),0.4164
M1d,次,95,2025-05-02,-0.6138,0.454776,1.3496754446144916,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp),0.4164
M1e,次,95,2025-05-02,-0.6138,0.539876,1.1369277389622803,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp),0.4164
M1g,次,95,2025-05-02,-0.6138,0.550592,1.1148000697431129,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp),0.4164
FHS-E,次,95,2025-05-06,-0.7645,0.56823,1.3454059095788675,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),-1.1843
FHS-G,次,95,2025-05-06,-0.7645,0.493521,1.5490728864627847,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),-1.1843
HS250,次,95,2025-05-06,-0.7645,0.44032,1.7362372819767442,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),-1.1843
HS500,次,95,2025-05-06,-0.7645,0.456245,1.6756348014772764,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),-1.1843
HS750,次,95,2025-05-06,-0.7645,0.574835,1.3299468543147164,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),-1.1843
M1,次,95,2025-05-06,-0.7645,0.457469,1.6711514878603795,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),-1.1843
M1d,次,95,2025-05-06,-0.7645,0.457469,1.6711514878603795,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),-1.1843
M1e,次,95,2025-05-06,-0.7645,0.561278,1.3620701328040647,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),-1.1843
M1g,次,95,2025-05-06,-0.7645,0.563274,1.3572435439945745,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),-1.1843
FHS-E,次,95,2025-05-12,-0.7228,0.607683,1.1894359394618577,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),0.0
FHS-G,次,95,2025-05-12,-0.7228,0.553923,1.3048745042180951,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),0.0
HS250,次,95,2025-05-12,-0.7228,0.466195,1.5504241787234954,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),0.0
HS500,次,95,2025-05-12,-0.7228,0.464965,1.554525609454475,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),0.0
HS750,次,95,2025-05-12,-0.7228,0.580205,1.2457665825010127,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),0.0
M1,次,95,2025-05-12,-0.7228,0.463748,1.5586051044964075,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),0.0
M1d,次,95,2025-05-12,-0.7228,0.463747,1.5586084653916898,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),0.0
M1e,次,95,2025-05-12,-0.7228,0.590834,1.2233554602477177,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),0.0
M1g,次,95,2025-05-12,-0.7228,0.582621,1.2406006649262555,False,,False,2025-05-07 中国央行宽松(降准50bp加7天逆回购降10bp)；2025-05-12 美中日内瓦停火(美145%降至30% 中125%降至10%),0.0
FHS-E,次,95,2025-05-21,-0.6164,0.572968,1.0758017899777996,False,,False,,0.1381
FHS-G,次,95,2025-05-21,-0.6164,0.570406,1.0806337941746755,False,,False,,0.1381
HS250,次,95,2025-05-21,-0.6164,0.480585,1.28260349365877,False,,False,,0.1381
HS500,次,95,2025-05-21,-0.6164,0.470235,1.3108339447297626,False,,False,,0.1381
HS750,次,95,2025-05-21,-0.6164,0.580205,1.062383123206453,False,,False,,0.1381
M1,次,95,2025-05-21,-0.6164,0.467698,1.3179444855440903,False,,False,,0.1381
M1d,次,95,2025-05-21,-0.6164,0.467698,1.3179444855440903,False,,False,,0.1381
M1e,次,95,2025-05-21,-0.6164,0.546021,1.1288943099258086,False,,False,,0.1381
M1g,次,95,2025-05-21,-0.6164,0.564204,1.092512637273043,False,,False,,0.1381
M1e,次,95,2025-07-23,-0.3361,0.332361,1.0112498157124332,False,,False,2025-07-23 美中缓和交易股债跷跷板 中国长债大跌,0.2033
M1e,次,95,2025-09-17,-0.2836,0.281258,1.0083268742577989,False,,False,2025-09-17 美联储2025年首次降息25bp(至4.00-4.25%),-0.2009
FHS-E,次,95,2025-11-05,-0.3111,0.254553,1.2221423436376708,False,,False,2025-10-30 特朗普-习近平会晤达成一年战术休战,0.0
FHS-G,次,95,2025-11-05,-0.3111,0.253707,1.2262176447634474,False,,False,2025-10-30 特朗普-习近平会晤达成一年战术休战,0.0
M1e,次,95,2025-11-05,-0.3111,0.252049,1.2342838098941078,False,,False,2025-10-30 特朗普-习近平会晤达成一年战术休战,0.0
M1g,次,95,2025-11-05,-0.3111,0.309733,1.0044134787058532,False,,False,2025-10-30 特朗普-习近平会晤达成一年战术休战,0.0
FHS-E,次,95,2025-11-13,-0.4379,0.264954,1.6527397208572052,False,,False,,0.0
FHS-G,次,95,2025-11-13,-0.4379,0.273757,1.5995938003411787,False,,False,,0.0
HS250,次,95,2025-11-13,-0.4379,0.400745,1.0927148186502638,False,,False,,0.0
HS500,次,95,2025-11-13,-0.4379,0.373885,1.171215748157856,False,,False,,0.0
M1,次,95,2025-11-13,-0.4379,0.413031,1.060210976900039,False,,False,,0.0
M1d,次,95,2025-11-13,-0.4379,0.413031,1.060210976900039,False,,False,,0.0
M1e,次,95,2025-11-13,-0.4379,0.261938,1.6717696554146402,False,,False,,0.0
M1g,次,95,2025-11-13,-0.4379,0.314703,1.39147068823621,False,,False,,0.0
FHS-E,次,95,2025-12-01,-0.3143,0.257831,1.2190155567018708,False,,False,,0.0
FHS-G,次,95,2025-12-01,-0.3143,0.292536,1.07439768096918,False,,False,,0.0
M1e,次,95,2025-12-01,-0.3143,0.250811,1.253134830609503,False,,False,,0.0
M1g,次,95,2025-12-01,-0.3143,0.307692,1.0214760214760215,False,,False,,0.0
FHS-E,次,95,2026-01-08,-0.307,0.251821,1.2191199304267712,False,,False,,-0.2699
FHS-G,次,95,2026-01-08,-0.307,0.281942,1.0888764355789486,False,,False,,-0.2699
M1e,次,95,2026-01-08,-0.307,0.239977,1.2792892652212504,False,,False,,-0.2699
M1g,次,95,2026-01-08,-0.307,0.282001,1.0886486218133977,False,,False,,-0.2699
FHS-E,次,95,2026-01-20,-0.3233,0.269949,1.1976336270925247,False,,False,2026-01-23 人民币中间价创2023年来最强(6.9929) USDCNY破7,-0.0675
FHS-G,次,95,2026-01-20,-0.3233,0.289955,1.1150006035419289,False,,False,2026-01-23 人民币中间价创2023年来最强(6.9929) USDCNY破7,-0.0675
M1e,次,95,2026-01-20,-0.3233,0.246288,1.3126908334957448,False,,False,2026-01-23 人民币中间价创2023年来最强(6.9929) USDCNY破7,-0.0675
M1g,次,95,2026-01-20,-0.3233,0.286009,1.130384008894825,False,,False,2026-01-23 人民币中间价创2023年来最强(6.9929) USDCNY破7,-0.0675
FHS-E,次,95,2026-02-24,-0.3384,0.244319,1.3850744313786483,False,,False,2026-02-28 美以空袭伊朗 海湾战争爆发；2026-03-02 开战首个交易日 布油大涨13% 全球risk-off,-0.1332
FHS-G,次,95,2026-02-24,-0.3384,0.265704,1.273597687652425,False,,False,2026-02-28 美以空袭伊朗 海湾战争爆发；2026-03-02 开战首个交易日 布油大涨13% 全球risk-off,-0.1332
M1e,次,95,2026-02-24,-0.3384,0.232829,1.4534271933479075,False,,False,2026-02-28 美以空袭伊朗 海湾战争爆发；2026-03-02 开战首个交易日 布油大涨13% 全球risk-off,-0.1332
M1g,次,95,2026-02-24,-0.3384,0.265758,1.27333890230962,False,,False,2026-02-28 美以空袭伊朗 海湾战争爆发；2026-03-02 开战首个交易日 布油大涨13% 全球risk-off,-0.1332
FHS-E,次,95,2026-03-10,-0.5086,0.319692,1.590906247262991,False,,False,,0.3346
FHS-G,次,95,2026-03-10,-0.5086,0.304445,1.6705808931005601,False,,False,,0.3346
HS250,次,95,2026-03-10,-0.5086,0.33795,1.5049563544903095,False,,False,,0.3346
HS500,次,95,2026-03-10,-0.5086,0.34028,1.4946514635006465,False,,False,,0.3346
HS750,次,95,2026-03-10,-0.5086,0.424865,1.1970861332423242,False,,False,,0.3346
M1,次,95,2026-03-10,-0.5086,0.379846,1.3389636852829832,False,,False,,0.3346
M1d,次,95,2026-03-10,-0.5086,0.379846,1.3389636852829832,False,,False,,0.3346
M1e,次,95,2026-03-10,-0.5086,0.297124,1.71174324524441,False,,False,,0.3346
M1g,次,95,2026-03-10,-0.5086,0.318328,1.597723103214295,False,,False,,0.3346
FHS-G,次,95,2026-03-11,-0.3765,0.365947,1.028837509256805,False,,False,,0.0
HS250,次,95,2026-03-11,-0.3765,0.33917,1.1100628003655983,False,,False,,0.0
HS500,次,95,2026-03-11,-0.3765,0.345745,1.0889528409666083,False,,False,,0.0
M1e,次,95,2026-03-11,-0.3765,0.353524,1.0649913442934567,False,,False,,0.0
M1g,次,95,2026-03-11,-0.3765,0.360966,1.0430345240271937,False,,False,,0.0
FHS-E,次,95,2026-03-18,-0.4148,0.403078,1.0290812200120076,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.335
FHS-G,次,95,2026-03-18,-0.4148,0.380044,1.0914525686499459,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.335
HS250,次,95,2026-03-18,-0.4148,0.33917,1.2229855234837985,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.335
HS500,次,95,2026-03-18,-0.4148,0.34886,1.1890156509774694,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.335
M1,次,95,2026-03-18,-0.4148,0.3714,1.116855142703285,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.335
M1d,次,95,2026-03-18,-0.4148,0.371401,1.1168521355623706,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.335
M1e,次,95,2026-03-18,-0.4148,0.366388,1.1321331484655612,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.335
M1g,次,95,2026-03-18,-0.4148,0.374871,1.1065139741404377,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.335
FHS-E,次,95,2026-03-20,-0.7011,0.458566,1.5288966037604184,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.0
FHS-G,次,95,2026-03-20,-0.7011,0.419275,1.6721722020153835,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.0
HS250,次,95,2026-03-20,-0.7011,0.33991,2.062604807154835,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.0
HS500,次,95,2026-03-20,-0.7011,0.35669,1.965572345734391,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.0
HS750,次,95,2026-03-20,-0.7011,0.424865,1.6501712308615677,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.0
M1,次,95,2026-03-20,-0.7011,0.375624,1.866494153728196,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.0
M1d,次,95,2026-03-20,-0.7011,0.375625,1.8664891846921796,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.0
M1e,次,95,2026-03-20,-0.7011,0.405569,1.7286824190211774,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.0
M1g,次,95,2026-03-20,-0.7011,0.40575,1.7279112754158963,False,,False,2026-03-18 FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息；2026-03-23 海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,0.0
FHS-E,次,95,2026-06-05,-0.4095,0.234243,1.7481845775540783,False,,False,,0.0675
FHS-G,次,95,2026-06-05,-0.4095,0.231489,1.7689825434469888,False,,False,,0.0675
HS250,次,95,2026-06-05,-0.4095,0.307165,1.3331597024400565,False,,False,,0.0675
HS500,次,95,2026-06-05,-0.4095,0.34886,1.1738233102103994,False,,False,,0.0675
M1,次,95,2026-06-05,-0.4095,0.301086,1.3600765229867877,False,,False,,0.0675
M1d,次,95,2026-06-05,-0.4095,0.301088,1.3600674885747686,False,,False,,0.0675
M1e,次,95,2026-06-05,-0.4095,0.241938,1.6925823971430698,False,,False,,0.0675
M1g,次,95,2026-06-05,-0.4095,0.29349,1.395277522232444,False,,False,,0.0675
FHS-E,次,95,2026-06-17,-0.3055,0.287181,1.0637890389684554,False,,False,,0.0672
FHS-G,次,95,2026-06-17,-0.3055,0.257715,1.185418000504433,False,,False,,0.0672
M1,次,95,2026-06-17,-0.3055,0.303437,1.0067987753635845,False,,False,,0.0672
M1d,次,95,2026-06-17,-0.3055,0.303438,1.0067954573916253,False,,False,,0.0672
M1e,次,95,2026-06-17,-0.3055,0.289921,1.0537353278996693,False,,False,,0.0672
FHS-G,次,95,2026-06-30,-0.3679,0.322054,1.1423550087873462,False,,False,,-0.3357
HS250,次,95,2026-06-30,-0.3679,0.30939,1.1891140631565338,False,,False,,-0.3357
HS500,次,95,2026-06-30,-0.3679,0.34886,1.054577767585851,False,,False,,-0.3357
M1,次,95,2026-06-30,-0.3679,0.311226,1.1820991819449531,False,,False,,-0.3357
M1d,次,95,2026-06-30,-0.3679,0.311225,1.182102980159049,False,,False,,-0.3357
HS250,次,95,2026-07-07,-0.3556,0.31286,1.1366106245605063,False,,False,,0.0
M1,次,95,2026-07-07,-0.3556,0.315609,1.126710581764145,False,,False,,0.0
M1d,次,95,2026-07-07,-0.3556,0.315608,1.126714151732529,False,,False,,0.0
FHS-E,次,95,2026-07-29,-0.3517,0.322804,1.0895156193851379,False,,False,,0.0
FHS-G,次,95,2026-07-29,-0.3517,0.326382,1.077571679810774,False,,False,,0.0
HS250,次,95,2026-07-29,-0.3517,0.30939,1.1367529655127833,False,,False,,0.0
M1,次,95,2026-07-29,-0.3517,0.312522,1.125360774601468,False,,False,,0.0
M1d,次,95,2026-07-29,-0.3517,0.31252,1.1253679764495073,False,,False,,0.0
M1e,次,95,2026-07-29,-0.3517,0.321468,1.0940435750992323,False,,False,,0.0
M1e,次,95,2026-08-20,-0.2915,0.288896,1.0090136242800176,False,,False,,0.137
HS250,次,99,2022-09-29,-1.4739,0.876879,1.6808476426051941,False,,True,2022-09-26 英国迷你预算危机 全球利率上行；2022-09-28 英央行紧急购债 全球收益率回落,0.51
M1,次,99,2022-09-29,-1.4739,0.931189,1.5828150890957688,False,,True,2022-09-26 英国迷你预算危机 全球利率上行；2022-09-28 英央行紧急购债 全球收益率回落,0.51
M1d,次,99,2022-09-29,-1.4739,0.931197,1.5828014909841848,False,,True,2022-09-26 英国迷你预算危机 全球利率上行；2022-09-28 英央行紧急购债 全球收益率回落,0.51
M1e,次,99,2022-09-29,-1.4739,0.969907,1.51963023258931,False,,True,2022-09-26 英国迷你预算危机 全球利率上行；2022-09-28 英央行紧急购债 全球收益率回落,0.51
M1g,次,99,2022-09-29,-1.4739,1.018208,1.4475431346051102,False,,True,2022-09-26 英国迷你预算危机 全球利率上行；2022-09-28 英央行紧急购债 全球收益率回落,0.51
HS250,次,99,2022-10-26,-1.0527,0.905636,1.162387537597887,False,,False,2022-10-26 美元自高位大幅回落 人民币急升,0.6042
M1,次,99,2022-10-26,-1.0527,0.957219,1.099748333453473,False,,False,2022-10-26 美元自高位大幅回落 人民币急升,0.6042
M1d,次,99,2022-10-26,-1.0527,0.957225,1.0997414401002898,False,,False,2022-10-26 美元自高位大幅回落 人民币急升,0.6042
